,nm_class,samples,NiSi,SNV,indel,SVMEI,Normal,fold
1969,Panc-Endocrine,559c30f2-8ae7-43c8-819c-800261065e06.csv,4589,41,170,20,0,4
1970,Panc-Endocrine,56425c2e-6bbf-4b20-ba07-79a526dd4603.csv,584,0,19,4,0,5
1971,Panc-Endocrine,5702affd-eafe-42a4-8f56-c1f22f8f184d.csv,1913,10,94,25,0,6
1972,Panc-Endocrine,589e0aea-9057-4b8c-8af1-74c74fe46a38.csv,4527,32,205,176,0,7
1973,Panc-Endocrine,5935dd9d-d411-48f8-8512-aa73a63878b0.csv,644,6,28,0,0,8
1974,Panc-Endocrine,59e2d6d1-debd-4796-ab0c-6a5673a990fc.csv,3132,10,137,8,0,9
1975,Panc-Endocrine,5ee28a35-7aa0-48e3-9c14-daca7b0241fe.csv,1698,26,76,0,0,10
1977,Panc-Endocrine,606d7f5e-ff98-4245-a9ac-281f5074f97a.csv,4648,42,194,36,0,2
1978,Panc-Endocrine,63a907ff-1042-4f9c-a385-55a32b3e103b.csv,2734,22,83,32,0,3
1979,Panc-Endocrine,69fe982d-6ab8-49b7-9efa-8349d60eb076.csv,1002,8,23,8,0,4
1981,Panc-Endocrine,6dc43234-4f07-4c53-8b07-8d78d9dbad3b.csv,1936,8,140,28,0,5
1982,Panc-Endocrine,6e776415-ddf4-4060-953f-08ef22441234.csv,10851,108,678,984,5,6
1983,Panc-Endocrine,7243992d-0763-4b75-8066-e8e5309d0193.csv,1098,6,54,0,0,7
1984,Panc-Endocrine,724bf2b8-a246-4b6f-85f8-95824c03896e.csv,11741,20,945,36,0,8
1985,Panc-Endocrine,79353875-9d86-4063-a8ea-1d998acb1e81.csv,3374,24,189,44,0,9
1986,Panc-Endocrine,7ae3671f-bf98-4693-8f35-3b762c9121d4.csv,7544,16,198,8,0,10
1988,Panc-Endocrine,857a8354-9589-424e-98f4-98b9bfd6dcb0.csv,1641,12,112,56,2,2
1989,Panc-Endocrine,8c443bd0-7987-44de-b312-5b859e6d13a9.csv,2694,12,59,908,0,3
1990,Panc-Endocrine,8c4ebff2-8318-4046-98f5-da8f6b1a9e3b.csv,1912,20,83,12,2,4
1991,Panc-Endocrine,8cbd1752-7eea-46d3-8623-09e96dfb1fdf.csv,8136,16,128,24,0,5
1992,Panc-Endocrine,94244f28-4ba2-4aa6-a0fb-0cd9b94bf9cc.csv,356,2,9,4,0,6
1993,Panc-Endocrine,94b5dc5a-701a-45e3-8f63-8231031a055a.csv,1239,10,59,24,0,7
1994,Panc-Endocrine,958d4d1d-25e2-43f2-a18b-59b2c66f0c05.csv,243,2,20,77,0,8
1995,Panc-Endocrine,96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4.csv,1226,18,57,0,0,9
1996,Panc-Endocrine,9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43.csv,3333,27,182,48,0,10
1998,Panc-Endocrine,aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44.csv,5209,43,233,32,3,2
1999,Panc-Endocrine,acb5e263-111b-43d8-9bd1-adb9a54e0fc0.csv,2071,16,85,13,0,3
2000,Panc-Endocrine,b24feafa-f2e9-4498-8471-a9e42c80cc9f.csv,2260,24,149,0,2,4
2001,Panc-Endocrine,b27b569a-2c79-4453-8a2d-41fd0b4dd28d.csv,3128,50,227,112,0,5
2002,Panc-Endocrine,b4860b5f-0a80-4fb2-81e1-4bafeb525b1c.csv,817,4,40,0,0,6
2003,Panc-Endocrine,b499032c-6cb8-4646-a95b-10af2a21a289.csv,2397,32,147,0,0,7
2004,Panc-Endocrine,b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d.csv,1784,8,120,20,0,8
2005,Panc-Endocrine,b5cc4a6d-93a9-497c-a7bb-a5db82edc176.csv,992,10,37,0,0,9
2006,Panc-Endocrine,b8068cbb-4523-4ac9-ab17-edd4eb0e2975.csv,1245,10,46,8,0,10
2008,Panc-Endocrine,c307688c-b1fa-47f6-a9e2-1ea41f7645b6.csv,1106,8,52,0,0,2
2009,Panc-Endocrine,c766274a-3c1e-443f-9ed4-c0e2b9c904d1.csv,1331,12,79,8,0,3
2010,Panc-Endocrine,c9e7cff0-aec2-4ff2-8091-7cbea2bf5991.csv,10861,174,999,641,12,4
2011,Panc-Endocrine,cef1fb1c-18fa-453a-b87f-295d3b0bc12b.csv,535,4,29,0,0,5
2012,Panc-Endocrine,d404ac28-da11-4746-9c3b-cf0b1888f67b.csv,5251,10,191,248,0,6
2013,Panc-Endocrine,d515c7d2-2314-46bf-9736-ff3f3d2ab599.csv,5982,24,87,40,2,7
2014,Panc-Endocrine,d6faafa5-7279-4dc3-be71-45af5c855b34.csv,2906,22,135,52,0,8
2015,Panc-Endocrine,dc4ba4bc-6333-4fe9-8805-e058cc9e6e18.csv,9082,147,867,291,7,9
2016,Panc-Endocrine,dc57c2e7-4c5b-4e2b-93c6-f032fcebc2fa.csv,1337,12,111,8,0,10
2018,Panc-Endocrine,de4d6f9f-d64a-41b9-a928-64e79b9f7d5f.csv,1324,6,91,12,0,2
2019,Panc-Endocrine,df2d41c4-7e79-4a46-aa4a-2a11c051ac40.csv,24023,48,176,60,0,3
2020,Panc-Endocrine,e07affb1-b6b2-40a4-9c54-0e72f5ea5045.csv,1877,12,108,184,0,4
2021,Panc-Endocrine,e3eb5217-50e4-49e2-a6fa-f847d091f3c9.csv,2504,14,129,12,0,5
2022,Panc-Endocrine,e541b5b9-546d-47bc-acd6-4006ce0eec1d.csv,6036,46,226,36,0,6
2023,Panc-Endocrine,ed4b53cb-5473-4bc1-9d84-0b0ad93cbd57.csv,1749,8,55,168,2,7
2024,Panc-Endocrine,ee368301-b2f7-428f-9330-67c054c1a09d.csv,984,12,40,0,0,8
2025,Panc-Endocrine,f89ef95e-6e39-420b-a3c2-ccebcc69ce3b.csv,3271,32,172,64,1,9
2026,Panc-Endocrine,fbea74b5-b1a8-4767-af7c-e179ce8da071.csv,1943,2,138,0,0,10
2028,Prost-AdenoCA,005e85a3-3571-462d-8dc9-2babfc7ace21.csv,1326,12,71,140,0,2
2029,Prost-AdenoCA,008aef39-0c97-48ce-9dfd-f12d67116c59.csv,3246,17,329,341,2,3
2030,Prost-AdenoCA,008bad10-d41b-4bbb-86fa-9976ecea46b1.csv,2393,14,157,264,0,4
2031,Prost-AdenoCA,0192d529-7340-45d8-a5f0-249cbb11ca19.csv,2828,14,310,534,0,5
2032,Prost-AdenoCA,052015bc-8c24-467c-8ff7-9e0dc4ad39fd.csv,3182,24,255,526,1,6
2033,Prost-AdenoCA,07531318-87e8-4db8-aa61-9b93597d063b.csv,5310,42,411,260,0,7
2034,Prost-AdenoCA,07f16397-71bb-4594-ad4d-caa7d2baeabd.csv,3060,24,239,436,0,8
2035,Prost-AdenoCA,089be98d-c3c9-4fb4-aef2-7a8578a91d51.csv,2778,22,242,443,0,9
2036,Prost-AdenoCA,08e1d976-6c39-428e-a4c2-f655b675683e.csv,3089,44,210,215,0,10
2038,Prost-AdenoCA,0bd3a230-531e-44aa-9999-b8ed8da0176b.csv,1964,10,116,200,0,2
2039,Prost-AdenoCA,0bfd1043-5142-3662-e050-11ac0c486501.csv,7012,54,876,641,2,3
2040,Prost-AdenoCA,0bfd1043-70fb-d2dc-e050-11ac0c4860cb.csv,5428,43,613,543,1,4
2041,Prost-AdenoCA,0bfd1043-7343-fdd0-e050-11ac0c484cab.csv,9650,179,1175,1295,7,5
2042,Prost-AdenoCA,0bfd1043-7344-fdd0-e050-11ac0c484cab.csv,8616,157,978,2189,4,6
2043,Prost-AdenoCA,0bfd1043-7346-fdd0-e050-11ac0c484cab.csv,3993,35,563,605,3,7
2044,Prost-AdenoCA,0bfd1043-7ebf-aaec-e050-11ac0c482f39.csv,5697,40,727,1852,4,8
2045,Prost-AdenoCA,0bfd1043-7ec1-aaec-e050-11ac0c482f39.csv,4592,81,1314,1286,1,9
2046,Prost-AdenoCA,0bfd1043-7ed6-9ccc-e050-11ac0c481957.csv,3809,27,524,613,2,10
2048,Prost-AdenoCA,0bfd1043-8170-e3e4-e050-11ac0c4860c5.csv,6560,118,1215,883,7,2
2049,Prost-AdenoCA,0bfd1043-8172-e3e4-e050-11ac0c4860c5.csv,6281,109,1197,754,5,3
2050,Prost-AdenoCA,0bfd1043-8173-e3e4-e050-11ac0c4860c5.csv,6892,114,1256,787,4,4
2051,Prost-AdenoCA,0bfd1043-8175-e3e4-e050-11ac0c4860c5.csv,6806,119,1296,802,4,5
2052,Prost-AdenoCA,0bfd1043-8177-e3e4-e050-11ac0c4860c5.csv,3963,20,675,360,0,6
2053,Prost-AdenoCA,0bfd1043-817c-e3e4-e050-11ac0c4860c5.csv,4644,78,1296,1096,5,7
2054,Prost-AdenoCA,0bfd1043-817e-e3e4-e050-11ac0c4860c5.csv,16963,521,2714,1513,45,8
2055,Prost-AdenoCA,0bfd1043-8180-e3e4-e050-11ac0c4860c5.csv,11955,295,1340,3092,15,9
2056,Prost-AdenoCA,0bfd1043-8181-e3e4-e050-11ac0c4860c5.csv,12406,291,1397,3111,9,10
2058,Prost-AdenoCA,0bfd1043-8187-e3e4-e050-11ac0c4860c5.csv,8342,93,1031,1844,1,2
2059,Prost-AdenoCA,0bfd1043-8189-e3e4-e050-11ac0c4860c5.csv,6604,62,759,628,1,3
2060,Prost-AdenoCA,0bfd1068-3fc3-a95b-e050-11ac0c4860c3.csv,7415,114,1215,892,5,4
2061,Prost-AdenoCA,0bfd1068-3fc5-a95b-e050-11ac0c4860c3.csv,4577,46,750,791,4,5
2062,Prost-AdenoCA,0bfd1068-3fca-a95b-e050-11ac0c4860c3.csv,3718,17,647,294,0,6
2063,Prost-AdenoCA,0bfd1068-3fcd-a95b-e050-11ac0c4860c3.csv,3954,19,611,763,1,7
2064,Prost-AdenoCA,0bfd1068-3fcf-a95b-e050-11ac0c4860c3.csv,5371,81,1314,1379,3,8
2065,Prost-AdenoCA,0bfd1068-3fd3-a95b-e050-11ac0c4860c3.csv,6902,158,954,1363,3,9
2066,Prost-AdenoCA,0bfd1068-3fd5-a95b-e050-11ac0c4860c3.csv,4431,81,1258,1247,5,10
2068,Prost-AdenoCA,0bfd1068-3fdd-a95b-e050-11ac0c4860c3.csv,5872,45,744,1849,1,2
2069,Prost-AdenoCA,0bfd1068-3fdf-a95b-e050-11ac0c4860c3.csv,11918,303,1324,3041,9,3
2070,Prost-AdenoCA,0bfd1068-3fe1-a95b-e050-11ac0c4860c3.csv,12774,312,1402,3397,14,4
2071,Prost-AdenoCA,0bfd1068-3fe4-a95b-e050-11ac0c4860c3.csv,6446,52,864,634,1,5
2072,Prost-AdenoCA,0bfd1068-3fe6-a95b-e050-11ac0c4860c3.csv,7343,110,984,1708,0,6
2073,Prost-AdenoCA,0bfe2ac9-0aec-c248-e050-11ac0d487e1c.csv,4191,24,549,584,2,7
2074,Prost-AdenoCA,0bfe2ac9-0aee-c248-e050-11ac0d487e1c.csv,4231,26,501,655,3,8
2076,Prost-AdenoCA,0bfe2ac9-0af5-c248-e050-11ac0d487e1c.csv,6042,56,718,2030,1,9
2077,Prost-AdenoCA,0bfe2ac9-0af8-c248-e050-11ac0d487e1c.csv,5861,51,735,2021,0,10
2079,Prost-AdenoCA,0bfe2ac9-0afd-c248-e050-11ac0d487e1c.csv,6487,52,843,736,1,2
2080,Prost-AdenoCA,0bfe2ac9-0aff-c248-e050-11ac0d487e1c.csv,6395,48,650,634,1,3
2081,Prost-AdenoCA,0bfebf9f-c779-e57d-e050-11ac0d487827.csv,5251,38,652,1803,2,4
2082,Prost-AdenoCA,0bfebf9f-c77d-e57d-e050-11ac0d487827.csv,11900,307,1360,3113,16,5
2083,Prost-AdenoCA,0bfebf9f-c77f-e57d-e050-11ac0d487827.csv,5518,52,686,2059,1,6
2084,Prost-AdenoCA,0bfebf9f-c781-e57d-e050-11ac0d487827.csv,6116,44,795,595,1,7
2085,Prost-AdenoCA,0bfebf9f-c783-e57d-e050-11ac0d487827.csv,6297,49,836,618,2,8
2086,Prost-AdenoCA,0c0038ff-6cc4-b0b0-e050-11ac0d483d73.csv,6228,54,805,2038,1,9
2087,Prost-AdenoCA,0c0038ff-6cc6-b0b0-e050-11ac0d483d73.csv,5866,46,728,1988,0,10
2089,Prost-AdenoCA,0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54.csv,3257,57,229,100,0,2
2090,Prost-AdenoCA,0cb4356c-b5d6-4541-b048-ff6d4b3a5d26.csv,4218,62,447,314,0,3
2091,Prost-AdenoCA,0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169.csv,2212,16,164,272,0,4
2092,Prost-AdenoCA,108b67d4-5d66-46da-8675-6acae643b76f.csv,2266,12,191,298,0,5
2093,Prost-AdenoCA,120f01d1-8884-4aca-a1cb-36b207b2aa3a.csv,4163,57,453,1397,1,6
2094,Prost-AdenoCA,122bf0a9-8052-49da-a9d7-0e5de9ab7032.csv,2179,16,191,76,0,7
2095,Prost-AdenoCA,126ee433-d345-4cac-882a-c91831a24690.csv,2722,38,206,288,0,8
2096,Prost-AdenoCA,131332b2-ff51-4bd7-a626-aff2ecea6135.csv,1324,6,83,172,0,9
2097,Prost-AdenoCA,145f2b89-8878-4390-b0f6-f09b02fb138a.csv,2707,14,221,308,0,10
2099,Prost-AdenoCA,186cacaf-4f20-4ad2-a07a-a7dc942a70b0.csv,2615,12,252,205,0,2
2100,Prost-AdenoCA,1a319682-f55e-4e0b-8476-48a0bea6c265.csv,3604,65,298,732,2,3
2101,Prost-AdenoCA,1bbfe6f2-ad19-4d29-895b-973f5a91c707.csv,3268,22,327,796,0,4
2102,Prost-AdenoCA,1bd47e40-d708-4ca2-b4b3-eb8d996c916b.csv,973,10,47,20,0,5
2103,Prost-AdenoCA,1be81ade-7ad6-4e7e-90d0-f986b3fb0a25.csv,1269,8,60,28,0,6
2104,Prost-AdenoCA,1d6c9181-a02f-4c35-85b3-65dc5808f50e.csv,1727,12,61,192,0,7
2105,Prost-AdenoCA,1d91f9c7-67ba-4606-9f0a-01ec6fc08262.csv,2704,16,251,288,2,8
2106,Prost-AdenoCA,1dd96495-5f83-4d36-96cf-b77cd0cbbfda.csv,509,2,23,64,0,9
2107,Prost-AdenoCA,1eb37b28-fac2-477a-88b3-e04291a07926.csv,5134,56,362,132,1,10
2109,Prost-AdenoCA,1f5e70c1-c5de-49e7-941a-46e11a4f4416.csv,6007,109,659,117,3,2
2110,Prost-AdenoCA,25c002f7-e972-421a-b32d-7dd675d81931.csv,283,4,11,4,0,3
2111,Prost-AdenoCA,280a069c-38e5-4300-a15c-2612301b70e3.csv,2270,18,128,353,0,4
2112,Prost-AdenoCA,289790a5-77bd-49a9-a1ec-478a8ecacd7f.csv,3247,46,275,204,0,5
2113,Prost-AdenoCA,2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4.csv,2430,18,176,572,0,6
2114,Prost-AdenoCA,2c9c50ff-01d9-4703-931b-04119178706f.csv,3610,33,293,361,0,7
2115,Prost-AdenoCA,2ea2294d-fab9-43ae-a222-370487495b06.csv,3911,46,467,400,1,8
2116,Prost-AdenoCA,2f79fe89-9d24-4fbe-ba5b-0ff6c3c4d663.csv,3051,20,165,436,0,9
2117,Prost-AdenoCA,304c3e10-583c-421d-ab01-15c937d5014a.csv,3216,47,313,466,2,10
2119,Prost-AdenoCA,32d8c373-b5c8-420b-9808-8812b5501649.csv,3545,26,361,462,0,2
2120,Prost-AdenoCA,339a2c94-55c9-4113-a706-b0971fa2784f.csv,1987,12,141,208,0,3
2121,Prost-AdenoCA,33de44a2-bec1-402d-872c-d78c1f2d52b3.csv,3579,16,212,237,0,4
2122,Prost-AdenoCA,35553150-e4ef-4539-b220-259f2d634bd7.csv,3384,28,239,658,5,5
2123,Prost-AdenoCA,36962459-e81f-4b8c-a08d-df60ef3283a3.csv,3613,45,272,347,0,6
2124,Prost-AdenoCA,39aee9fc-fa27-4b71-b9e8-43ff34bd3930.csv,3286,20,313,418,2,7
2125,Prost-AdenoCA,39e32615-0160-4f13-b330-50748f5d87ed.csv,1644,13,84,140,0,8
2126,Prost-AdenoCA,3b8ab548-6669-4142-9612-cafded0d7a23.csv,2778,22,267,394,0,9
2127,Prost-AdenoCA,3c92c0e9-68e0-4354-8ed1-b6506878145d.csv,1558,20,96,112,0,10
2129,Prost-AdenoCA,3e86e68b-d083-4450-b056-4cd0f8d4a084.csv,1663,12,88,195,0,2
2130,Prost-AdenoCA,41027c0b-85af-4c78-bba0-0da63cd75fa9.csv,3403,38,298,942,0,3
2131,Prost-AdenoCA,41c565a9-d44a-447f-85c0-98f23bfee1b3.csv,2341,14,215,360,0,4
2132,Prost-AdenoCA,42a548f0-d86a-4273-8bda-be0fe6a53b20.csv,5216,70,394,694,0,5
2133,Prost-AdenoCA,43b675e0-22e0-42d6-a060-afc93e22ac95.csv,4144,50,274,557,0,6
2134,Prost-AdenoCA,44083f54-0953-48e3-a704-11ad0988ad2e.csv,4323,43,417,1401,2,7
2135,Prost-AdenoCA,4508ce0a-5a2e-4502-98e9-2fd76c4eebef.csv,1297,10,66,20,0,8
2136,Prost-AdenoCA,45d0ccb2-641f-4348-b3a8-61f4113cd85b.csv,2222,8,188,177,0,9
2137,Prost-AdenoCA,475bca00-9089-4f50-8638-4e5e8aca6dcd.csv,1757,16,118,104,0,10
2139,Prost-AdenoCA,4b44b313-6f74-4233-bec4-7e41c91c77f1.csv,2458,13,200,228,3,2
2140,Prost-AdenoCA,4c5228b5-bf31-4abd-a47c-d088e16dba13.csv,3207,48,224,270,2,3
2141,Prost-AdenoCA,4c755527-3b5d-4d36-822d-990aa1003d6a.csv,2319,14,172,80,0,4
2142,Prost-AdenoCA,4d11d7da-1204-437e-87b1-e8337a67c9a8.csv,3791,24,337,684,0,5
2143,Prost-AdenoCA,4e596add-a7c5-4617-9649-b4ac6612e39c.csv,429,2,35,12,0,6
2144,Prost-AdenoCA,4eac784b-084a-4106-9a76-2d9fbec57033.csv,3002,10,290,281,0,7
2145,Prost-AdenoCA,51adf6cf-f422-4d7e-aa46-cc9bf0ef8693.csv,4300,40,449,527,0,8
2146,Prost-AdenoCA,54319e3d-c28f-4ba1-9c87-299d303e4de3.csv,1406,2,80,92,0,9
2147,Prost-AdenoCA,551d5082-ab6a-4674-af0d-ce408f589949.csv,3205,34,364,229,0,10
2149,Prost-AdenoCA,597e4011-ea99-4356-b1d9-8cfe35db7c3b.csv,1288,12,75,116,0,2
2150,Prost-AdenoCA,59938f45-3e57-43d6-af3b-bb4968249e5a.csv,3831,46,318,384,0,3
2151,Prost-AdenoCA,59c18694-8a43-41dd-a6f6-52a20bc8dd54.csv,2866,24,281,204,0,4
2152,Prost-AdenoCA,5c8da06c-7964-4ad1-ac9e-d1b5507105d2.csv,5554,36,420,296,0,5
2153,Prost-AdenoCA,5d6ad982-bb01-4233-b8fa-d129460eec79.csv,3520,10,373,432,0,6
2154,Prost-AdenoCA,5df0aab4-0be2-4da3-a4b7-a10fca09a4ba.csv,178,0,4,0,0,7
2155,Prost-AdenoCA,5fe8a231-bbac-4f91-a47a-0de4fee752d3.csv,506,2,18,4,0,8
2156,Prost-AdenoCA,61973578-4c0d-4a3f-b9c4-f96ceab24629.csv,2817,23,258,827,2,9
2157,Prost-AdenoCA,61a48c69-4f7d-4dc6-aff7-88a6c33137df.csv,5367,68,253,45,0,10
2159,Prost-AdenoCA,6218f366-d5d2-4289-a95e-eeedfae7523a.csv,6929,102,379,872,4,2
2160,Prost-AdenoCA,62ea1264-47b6-4a6b-9fa6-779837f8e905.csv,972,9,59,94,0,3
2161,Prost-AdenoCA,63faa59e-6649-412e-823a-338d0662ec72.csv,1901,12,123,100,0,4
2162,Prost-AdenoCA,6763f295-f2bf-4975-bea5-c1a490d9a1fa.csv,1005,4,47,52,0,5
2163,Prost-AdenoCA,6947cd78-0a51-4949-8383-343f9122d953.csv,1252,6,84,281,0,6
2164,Prost-AdenoCA,69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e.csv,2527,18,177,170,0,7
2165,Prost-AdenoCA,6d0851ba-271a-408f-bcc3-c104b452c9e5.csv,1628,20,119,231,0,8
2166,Prost-AdenoCA,6d325c96-8f5c-4064-9806-4364016da8a4.csv,615,6,21,52,0,9
2167,Prost-AdenoCA,6d936ef9-b5df-44d3-831f-528bf8ddc131.csv,3723,44,182,685,2,10
2169,Prost-AdenoCA,6fe135ef-54b4-4941-9bb9-872dc4d18d9f.csv,1840,19,114,44,0,2
2170,Prost-AdenoCA,6ff16b0d-5966-4119-9bec-c9ebff804a37.csv,1463,12,64,68,0,3
2171,Prost-AdenoCA,7181dd10-1371-4cb6-9219-a9542c62b854.csv,2228,18,211,493,0,4
2172,Prost-AdenoCA,7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c.csv,1740,8,63,72,0,5
2173,Prost-AdenoCA,734a8251-9ecc-47f5-835f-846b67693ca6.csv,2576,22,257,300,0,6
2174,Prost-AdenoCA,73f7718b-f9b1-4a63-a561-0c9cc2abeb9f.csv,988,0,61,72,0,7
2175,Prost-AdenoCA,74db46a8-a499-4951-af33-1d53b7d1c9b4.csv,890,6,55,32,0,8
2176,Prost-AdenoCA,769e2ac9-a121-4b2a-a0fd-5f755b579811.csv,2906,15,182,61,0,9
2177,Prost-AdenoCA,783579bd-e29d-457c-8236-1a80b557600c.csv,3733,44,373,344,0,10
2179,Prost-AdenoCA,7a86abdc-d554-43bd-ad47-22d439c930ef.csv,433,2,14,0,0,2
2180,Prost-AdenoCA,7a95af21-ca7c-4596-9c83-66d11ca0c417.csv,2914,14,205,182,2,3
2181,Prost-AdenoCA,7ae9b843-488f-459c-8c0d-c81dcae57f99.csv,7936,184,610,300,3,4
2182,Prost-AdenoCA,7d6fb1a7-7742-4b8c-9903-abff706240b5.csv,4280,31,265,884,0,5
2183,Prost-AdenoCA,7dd2dc62-0eb4-4d45-86f1-e9e9377181ca.csv,5114,99,449,464,0,6
2184,Prost-AdenoCA,7e10e325-16d2-42df-b957-df4d3a9477d0.csv,3433,25,185,392,0,7
2185,Prost-AdenoCA,7e4d570e-f26b-41fb-84c5-2a6f7d668bb5.csv,3851,16,343,352,0,8
2186,Prost-AdenoCA,7fe96e71-436d-49d4-9e47-e104e1203568.csv,2355,8,211,505,0,9
2187,Prost-AdenoCA,8044a282-bc2c-47c6-8a85-53c3b5eeb08f.csv,1957,14,106,252,0,10
2189,Prost-AdenoCA,84aa2983-714b-49fd-af93-f18ed4d6a6cb.csv,2885,79,150,48,0,2
2190,Prost-AdenoCA,84ae4dd8-f661-46aa-9892-69742e2f3542.csv,2940,16,224,241,0,3
2191,Prost-AdenoCA,86874a67-aa86-45f1-be32-3b2722ebedec.csv,3295,38,295,326,0,4
2192,Prost-AdenoCA,8689b53c-8883-479c-85f6-d13b86272b5d.csv,3351,30,412,497,1,5
2193,Prost-AdenoCA,87e1ffee-a8cd-4d75-937e-ed415cf43546.csv,2900,17,188,356,0,6
2194,Prost-AdenoCA,887616c5-06a7-4e83-948c-3546202349fb.csv,3310,49,294,441,0,7
2195,Prost-AdenoCA,8930735a-4eb4-4489-8513-d4b600c316ab.csv,1132,7,50,32,0,8
2196,Prost-AdenoCA,8a9359de-b0ad-4a2d-a543-e3b982697db9.csv,444,6,57,56,0,9
2197,Prost-AdenoCA,8bbe4006-be0a-4cd5-91f6-529100d4f06e.csv,2521,18,206,166,2,10
2199,Prost-AdenoCA,8c850df7-d48e-4386-b3a5-cac5da865ea5.csv,1841,20,184,222,0,2
2200,Prost-AdenoCA,8e7fe8bb-6b3d-428f-a232-97e6042a0f39.csv,2140,24,272,227,0,3
2201,Prost-AdenoCA,90fd404b-f734-41ed-a601-0f30e43625fc.csv,2065,16,211,268,0,4
2202,Prost-AdenoCA,95730d8b-327a-402c-a8bf-d71370f777a7.csv,2974,17,203,428,0,5
2203,Prost-AdenoCA,9689cb33-8ac9-4ee5-800d-3900769988af.csv,84,0,9,0,0,6
2204,Prost-AdenoCA,96b67289-9c42-402b-8e30-9efb4d512bef.csv,1464,16,147,200,0,7
2205,Prost-AdenoCA,982b58c4-02b3-4e7d-8af0-4b133d0c7e50.csv,3323,28,341,694,0,8
2206,Prost-AdenoCA,98f54445-b151-4aeb-b8cf-91d743ba066e.csv,2938,21,261,456,0,9
2207,Prost-AdenoCA,9b75735b-705d-4ebf-92a0-fbb190b95285.csv,1413,12,75,33,0,10
2209,Prost-AdenoCA,9e272bea-9193-4c10-a802-f7e18b2937a3.csv,3517,33,430,889,0,2
2210,Prost-AdenoCA,9ed8f0b9-d615-44c4-9ec9-e07ecd744922.csv,3562,16,436,949,0,3
2211,Prost-AdenoCA,9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9.csv,381,0,14,4,0,4
2212,Prost-AdenoCA,a08ec059-7592-4698-bb45-25a9c3680c23.csv,8343,52,455,861,0,5
2213,Prost-AdenoCA,a1af7c42-47af-435c-bb51-b932a3cd7b91.csv,4771,26,468,576,0,6
2214,Prost-AdenoCA,a319188c-6b80-4228-8f2b-8f423c0fcf97.csv,516,2,14,4,0,7
2215,Prost-AdenoCA,a6045753-60bb-4e65-bc89-1ef0b47aab35.csv,3217,16,296,231,2,8
2216,Prost-AdenoCA,a6d8467e-88e3-4ea5-8583-61c5ab9747ae.csv,2604,32,237,620,0,9
2217,Prost-AdenoCA,a971ac23-0664-405d-9f5c-9ca892af003e.csv,803,6,32,32,0,10
2219,Prost-AdenoCA,ab318624-db9d-41d8-b7b8-34712434f28f.csv,2024,10,88,40,0,2
2220,Prost-AdenoCA,ab8a55ed-ff47-4cad-ad91-52b9dc25aca7.csv,4957,50,267,853,2,3
2221,Prost-AdenoCA,acb9750e-7e17-4cef-bee1-5d710f9bf3a7.csv,2968,22,290,232,0,4
2222,Prost-AdenoCA,ad007b59-46f6-48b9-958a-2b9d28cca3b7.csv,6152,186,312,136,1,5
2223,Prost-AdenoCA,b0c61486-b061-4b6b-ac02-130a3ea0b080.csv,241,2,9,0,0,6
2224,Prost-AdenoCA,b0f3087b-6f9c-47e9-b487-6726af1cb90b.csv,1499,12,65,12,0,7
2225,Prost-AdenoCA,b1f2442f-a973-47b4-9891-f028f0d44adc.csv,2171,16,153,37,0,8
2226,Prost-AdenoCA,b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55.csv,2775,16,230,84,0,9
2227,Prost-AdenoCA,b33978c6-a855-4f9d-a0b0-d79453b9de41.csv,12152,180,359,284,0,10
2229,Prost-AdenoCA,b3f1d232-4392-4258-9256-d38ff4b59f94.csv,4647,81,418,464,3,2
2230,Prost-AdenoCA,b41c63e8-bb85-4f83-9bc6-e611fd9ef075.csv,5133,46,381,285,2,3
2231,Prost-AdenoCA,b4aea804-fc6e-4d58-906f-f3a932ca9dc5.csv,1417,16,98,108,0,4
2232,Prost-AdenoCA,b68c5ec2-0875-4d77-b4b7-738d2b2f313c.csv,229,2,7,9,0,5
2233,Prost-AdenoCA,bb02202f-d140-4bec-95ce-5c2b117a2167.csv,2568,16,328,431,2,6
2234,Prost-AdenoCA,bc9f105f-6d99-44ac-9871-67defd5e85cd.csv,2877,32,289,489,0,7
2235,Prost-AdenoCA,bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1.csv,1676,16,103,248,1,8
2236,Prost-AdenoCA,beafb7c6-ef39-478e-aa47-0f1ad39f95a3.csv,3080,16,384,300,0,9
2237,Prost-AdenoCA,c08f65a0-bf4c-462e-9d07-ad56b3adcac8.csv,5090,45,305,446,3,10
2239,Prost-AdenoCA,c3cb64b3-842b-4b42-8c42-020a0206eb06.csv,1751,8,150,220,1,2
2240,Prost-AdenoCA,c6a28615-1b92-4085-956e-eeedb2573c03.csv,3821,46,492,709,6,3
