,samples,nm_class,slices,fold
877,f1d9124e-dfa2-415e-b8b8-dd872fd3e2cb,Panc-AdenoCA,1,9
878,3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f,Panc-AdenoCA,2,9
879,b5dd0bc9-6c1c-4272-b920-744de37d0aee,Panc-AdenoCA,3,9
880,53534b3c-cd15-4d68-a9b1-6902bb234c45,Panc-AdenoCA,4,9
881,0cf9bbc2-cbd5-4b64-8d90-cfa416307b39,Panc-AdenoCA,5,9
882,f7702c0c-9636-4700-a8ae-7a58afd9fa71,Panc-AdenoCA,6,9
883,92dc0e0c-842f-40de-9c39-486b491ea80a,Panc-AdenoCA,7,9
884,bb8176a7-ea7c-42d7-a85a-cec1ca386f2e,Panc-AdenoCA,8,9
886,cf072bfe-3191-4a71-9e0b-decaa28365e1,Panc-AdenoCA,10,9
887,9c857452-c81d-4b9e-87a8-5b41f4394f7c,Panc-AdenoCA,1,9
888,25cf7449-8c5b-403e-aa75-e2af158598e8,Panc-AdenoCA,2,9
889,b47aa163-eec9-4225-940b-4373e78152e2,Panc-AdenoCA,3,9
890,72a5e569-99d4-47bc-be1b-6296a5025080,Panc-AdenoCA,4,9
891,046d7386-95c8-4501-9e55-c85bec272a7a,Panc-AdenoCA,5,9
892,aa4a868a-df23-4eef-a618-e945aa2ce98a,Panc-AdenoCA,6,9
893,51458c86-0fdd-470e-b059-1ffbffc92a7f,Panc-AdenoCA,7,9
894,9ebac79d-8b38-4469-837e-b834725fe6d5,Panc-AdenoCA,8,9
896,7ccb9a4d-6f48-41c2-a630-27fde8c67d60,Panc-AdenoCA,10,9
897,1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6,Panc-AdenoCA,1,9
898,3b526846-72d6-4e10-b7cd-8cdb45a92a1c,Panc-AdenoCA,2,9
899,e0aa815f-668a-4de9-bb32-3f215bb7f843,Panc-AdenoCA,3,9
900,5255d645-d3d2-422e-8449-046cd21f4935,Panc-AdenoCA,4,9
901,8d67c121-37d0-4fc0-a349-2c9452589d65,Panc-AdenoCA,5,9
902,dc856038-f5f7-4dfc-a0a4-3e3a6b8d160f,Panc-AdenoCA,6,9
903,f5bb7ae4-4bb4-4e87-b83c-bc8620584989,Panc-AdenoCA,7,9
904,7cb71498-6ada-43c6-912b-bad4f93cf580,Panc-AdenoCA,8,9
906,541f91bd-7e9d-4348-9e78-45b948d8967e,Panc-AdenoCA,10,9
907,5f94cb62-4019-47ff-bf6a-eeda8e9e033c,Panc-AdenoCA,1,9
908,0554ffe5-31f7-43f5-8372-2b73c9cf3527,Panc-AdenoCA,2,9
909,ef3a0ccd-85bc-4e5f-a8c6-5a2e2d9e6717,Panc-AdenoCA,3,9
910,0fbd94b1-bb34-4620-841b-861a0b5e0c12,Panc-AdenoCA,4,9
911,78100212-65aa-4365-8b64-4b33f77732d5,Panc-AdenoCA,5,9
912,71ef8379-03a0-4b81-92c9-1ba666fe4d7a,Panc-AdenoCA,6,9
913,a3edc9cc-f54a-4459-a5d0-097879c811e5,Panc-AdenoCA,7,9
914,241abdfd-e6de-4830-a233-4bbc5f622725,Panc-AdenoCA,8,9
916,88bc38ba-ad1d-431e-a67e-0a5a23678386,Panc-AdenoCA,10,9
917,fa54205f-7e51-4e5a-9f0a-5e8a2e40235f,Panc-AdenoCA,1,9
918,e97ea3d7-9fcd-4df1-9ea8-587cb3be75ec,Panc-AdenoCA,2,9
919,90b3c237-29a4-48b3-90b3-9f2c0ccb5928,Panc-AdenoCA,3,9
920,e1fc4226-40ce-43b7-b92e-aa7cecd0cf4d,Prost-AdenoCA,4,9
921,581be6cf-9778-49c3-9c77-1316eaa78929,Prost-AdenoCA,5,9
922,87e1ffee-a8cd-4d75-937e-ed415cf43546,Prost-AdenoCA,6,9
923,d32f41fb-0744-4a62-81f6-0260c4920049,Prost-AdenoCA,7,9
924,ab318624-db9d-41d8-b7b8-34712434f28f,Prost-AdenoCA,8,9
926,769e2ac9-a121-4b2a-a0fd-5f755b579811,Prost-AdenoCA,10,9
927,dcf98acc-736b-4af6-bdca-a320a413165a,Prost-AdenoCA,1,9
928,f54442d1-80fa-4678-ac94-c3ad03bc37fb,Prost-AdenoCA,2,9
929,7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c,Prost-AdenoCA,3,9
930,25c002f7-e972-421a-b32d-7dd675d81931,Prost-AdenoCA,4,9
931,b68c5ec2-0875-4d77-b4b7-738d2b2f313c,Prost-AdenoCA,5,9
932,9e272bea-9193-4c10-a802-f7e18b2937a3,Prost-AdenoCA,6,9
933,597e4011-ea99-4356-b1d9-8cfe35db7c3b,Prost-AdenoCA,7,9
934,e1b169c3-44e0-43e5-9ee3-2df7a678a5ea,Prost-AdenoCA,8,9
936,9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9,Prost-AdenoCA,10,9
937,0192d529-7340-45d8-a5f0-249cbb11ca19,Prost-AdenoCA,1,9
938,9689cb33-8ac9-4ee5-800d-3900769988af,Prost-AdenoCA,2,9
939,cd3d7559-b583-4474-81df-4bf9232de3c2,ColoRect-AdenoCA,3,9
940,8853cbee-7931-49a6-b063-a806943a10ad,ColoRect-AdenoCA,4,9
941,ecf4e05a-0912-4b93-ad66-323002f0c845,ColoRect-AdenoCA,5,9
942,faff4626-615b-416a-b7a6-9d177dcc94a9,ColoRect-AdenoCA,6,9
943,aa06ae46-2336-4666-a3af-fc790daf8da4,ColoRect-AdenoCA,7,9
944,7d59205a-65ec-4341-9748-28639d82ed29,ColoRect-AdenoCA,8,9
946,81b1e78c-6032-4ff4-b52a-83456b9450ea,ColoRect-AdenoCA,10,9
947,8da641e4-9b12-4163-bd1e-9d5af91e5186,ColoRect-AdenoCA,1,9
948,14c5b81d-da49-4db1-9834-77711c2b1d38,ColoRect-AdenoCA,2,9
949,14334aea-2dae-428c-9d4a-1a37878dfc3f,ColoRect-AdenoCA,3,9
950,d452293a-6148-4fcf-9fbc-446815016751,ColoRect-AdenoCA,4,9
951,03cff38d-7e29-4409-a508-749bddb1b3df,ColoRect-AdenoCA,5,9
952,bb6150f7-23e4-40f2-b466-6b6edd19c502,ColoRect-AdenoCA,6,9
953,786fc3e4-e2bf-4914-9251-41c800ebb2fa,ColoRect-AdenoCA,7,9
954,cbb788dd-964b-4cfd-80e1-979c7b5b3c52,Kidney-RCC,8,9
956,33bf46dd-16b3-49c6-80d7-76caf27aa0f4,Kidney-RCC,10,9
957,c5bc0826-8037-4fe6-ad4e-b1b675e771fb,Kidney-RCC,1,9
958,3232f77f-b745-4232-a802-6699b6356efd,Kidney-RCC,2,9
959,6bd4bca3-e568-4d1b-8b42-401fdf13d751,Kidney-RCC,3,9
960,00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7,Kidney-RCC,4,9
961,741c4656-0fd0-416e-86c8-f6533b6c96f4,Kidney-RCC,5,9
962,005794f1-5a87-45b5-9811-83ddf6924568,Kidney-RCC,6,9
963,04db8bef-8777-48ac-bc2e-3c9acb103f48,Kidney-RCC,7,9
964,a335b03d-41ac-4d41-a2a9-3134b5b0a0a7,Kidney-RCC,8,9
966,3b7810f7-f8ff-4d62-b766-3ba06170194c,Kidney-RCC,10,9
967,db4d1d04-1189-4c0e-99a7-904667af07b5,Kidney-RCC,1,9
968,49ad3c8d-88cd-43cd-a273-1623fe2aec0b,Kidney-RCC,2,9
969,1d325d84-a3a0-4802-9842-76cb21cecb1c,Kidney-RCC,3,9
970,34ab4c57-5240-4af7-a329-a5ab55934fd4,Kidney-RCC,4,9
971,c298ec82-8305-4c89-898f-268308f782b2,Kidney-RCC,5,9
972,959efb81-1d56-4659-9b7a-09f2b62483f2,Kidney-RCC,6,9
973,e053d377-e4f2-4aee-af7d-e61605e0f4f5,Kidney-RCC,7,9
974,f9a81200-5381-496a-8062-099f9e793618,Kidney-RCC,8,9
976,85422a8e-2599-4dab-a257-150e380ecba8,Kidney-RCC,10,9
977,b7fbd99c-dea0-4448-a430-7f94c611e702,Kidney-RCC,1,9
978,cdf045a6-ab6a-4dc5-b0b0-d72fbb26b0bb,Kidney-RCC,2,9
979,f6e758a5-150f-4424-90b7-1c1a34aec9a3,Kidney-RCC,3,9
980,f37971bd-ec65-4840-8d4f-678692cee695,Kidney-RCC,4,9
981,ba67c02a-180b-43f3-b53c-2b77d84fbe3c,Kidney-RCC,5,9
982,c9ad6b1c-baa0-45a7-b7c4-733728505b8a,Kidney-RCC,6,9
983,f269134a-e3d5-4020-bcf5-01fb42f914b2,Kidney-RCC,7,9
984,15a93657-0521-430a-a816-bf0842374b75,Kidney-RCC,8,9
986,a0eb2611-1ca6-44b7-897e-ce18399eb7bc,Kidney-RCC,10,9
987,8fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca,Kidney-RCC,1,9
988,e5c89fcf-cc57-4fad-a138-ea47ee9ea225,Kidney-RCC,2,9
989,50203cff-83f8-4884-8346-b91ef717d00e,Kidney-RCC,3,9
990,0168a2a6-c3af-4d58-a51c-d33f0fc7876d,Kidney-RCC,4,9
991,bb659e7c-0b97-41b5-ac10-a66bb1f6f283,Kidney-RCC,5,9
992,141918cd-3e23-45bc-96e1-b208c80f69e7,Kidney-RCC,6,9
993,a89a2341-263d-4e7f-87fa-18d9692d6b2b,Kidney-RCC,7,9
994,87e0b332-60f3-4d59-8c4e-691a820c9ee1,Kidney-RCC,8,9
996,8fc7a4cc-c25d-4372-bf17-2dae795e5596,Kidney-RCC,10,9
997,d5c87d16-172f-4790-8867-949dcaa534d4,Kidney-RCC,1,9
998,51e5a835-eb48-4640-87d0-f40f5e2bff18,Kidney-RCC,2,9
999,3afb3f57-545a-4ed5-9461-2fcb28d89399,Kidney-RCC,3,9
1000,c8f64a71-e545-4eb6-9da3-2d43ae0c2627,Kidney-RCC,4,9
1001,603594e3-e427-494c-b9ee-e872d6629563,Kidney-RCC,5,9
1002,effb868c-f905-41a0-ace1-b5e508732534,Kidney-RCC,6,9
1003,6aa00162-6294-4ce7-b6b7-0c3452e24cd6,Bone-Leiomyo,7,9
1004,cb5e1546-cda6-4991-911c-f3dd9f1a475a,Bone-Leiomyo,8,9
1006,7d332cb1-ba25-47e4-8bf8-d25e14f40d59,Bone-Leiomyo,10,9
1007,9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0,Bone-Leiomyo,1,9
1008,cb783f8b-d092-4104-b809-3f90b19df7df,Bone-Leiomyo,2,9
1009,df4366c4-170f-4233-b577-a8ea277b069c,Bone-Leiomyo,3,9
1010,3db6e6cc-1a06-49b9-834e-b6611cde4c4b,Bone-Leiomyo,4,9
1011,075fc96d-6742-4ef3-9369-482592ad3a2f,Bone-Leiomyo,5,9
1012,d53c2680-89ac-4f87-a7ba-f4c669546b76,Bone-Leiomyo,6,9
1013,56681386-d407-4f53-ae4f-6c04437652f7,Bone-Leiomyo,7,9
1014,afee5b10-3dff-4e50-9575-bc9fe20c5dea,Bone-Leiomyo,8,9
1016,67bb70b2-b6f8-4aa9-80ce-48829f9fec56,Bone-Leiomyo,10,9
1017,4c59fb2d-21b6-4b09-8174-6102de736e4d,Bone-Leiomyo,1,9
1018,408ed640-75f6-4346-bdd0-3b93c51adae5,Bone-Leiomyo,2,9
1019,cdbbd701-9c05-4f9e-923d-06039dd8a04d,Bone-Leiomyo,3,9
1020,1c188bf5-2c99-4eb4-a774-59c75d53e643,Bone-Leiomyo,4,9
1021,7a5d3b6b-be5a-4e55-9255-32a069b8af3d,Bone-Leiomyo,5,9
1022,3c963890-6e79-4b16-a4aa-bac04938b4d7,Bone-Leiomyo,6,9
1023,18ec066e-8510-4921-9e35-45d85fb01e38,Bone-Leiomyo,7,9
1024,16d33e09-2e21-4da2-8e57-e78ce28c4408,Bone-Leiomyo,8,9
1026,72f0a49a-aec8-47e5-846a-956c4da1507c,Bone-Leiomyo,10,9
1027,03ced0ce-186a-4349-8d98-572c2bc90382,Bone-Leiomyo,1,9
1028,4d4eff82-ede0-47f1-b49a-ada025952114,Bone-Leiomyo,2,9
1029,522dc834-8367-4f49-b93b-fcba91a2de7e,Bone-Leiomyo,3,9
1030,63db50d6-5ef2-44d0-9906-26eae74ecf44,Bone-Leiomyo,4,9
1031,729229fe-92b9-439b-acd2-b49159116a41,Bone-Leiomyo,5,9
1032,7d734d06-f2b1-4924-a201-620ac8084c49,Bone-Leiomyo,6,9
1033,a2f02ff7-8433-4cb5-9324-34f13edeaca1,Bone-Leiomyo,7,9
1034,c556f81b-8a6c-4bbb-876f-2e2ce570c185,Bone-Leiomyo,8,9
1036,968929b0-6bfb-4a2c-bd4d-570bfcdb8a6a,Bone-Leiomyo,10,9
1037,d432e99a-67fb-4609-b90f-99438eee7cae,Skin-Melanoma,1,9
1038,41a7b031-d928-4a1f-891b-82fb3f6d548f,Skin-Melanoma,2,9
1039,75ba6722-1148-4a52-a9ed-68d890238205,Skin-Melanoma,3,9
1040,04c09376-8756-41d9-bbca-f464170a8cfb,Skin-Melanoma,4,9
1041,0dd0718d-5ddf-4c59-8c47-0f51303daeb5,Skin-Melanoma,5,9
1042,c21a5d55-9790-429f-a4e6-420293c07b53,Skin-Melanoma,6,9
1043,04aa6b77-8074-480c-872e-a1a47afa5314,Skin-Melanoma,7,9
1044,507620ef-f0fc-4ac3-a7c0-ea2e36c40f77,Skin-Melanoma,8,9
1046,88f2c496-3eb4-4c03-b3a5-8d5a55803aaf,Skin-Melanoma,10,9
1047,66d312fc-809d-428b-98e3-a29d211db35c,Skin-Melanoma,1,9
1048,22edd867-dcd6-42b5-92bb-025ceb84b106,Skin-Melanoma,2,9
1049,8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d,Skin-Melanoma,3,9
1050,d0e033bc-8e97-4322-b3b1-8626f1e2449b,Skin-Melanoma,4,9
1051,450e8eba-a3a9-4dcb-b423-e33dfcd5c34e,Skin-Melanoma,5,9
1052,64dd81e1-35fa-4579-8a4c-f7486adbb949,Skin-Melanoma,6,9
1053,fe8c62a6-c113-46e8-ab91-fdb90bb6a59f,Skin-Melanoma,7,9
1054,fc249113-83d4-4abe-8c80-a4f7305dcd91,Skin-Melanoma,8,9
1056,affa4ef4-02ec-40f1-b6a2-739f8bf2afa9,Skin-Melanoma,10,9
1057,a0583407-712d-46f3-8c4e-4eeaa0149087,Skin-Melanoma,1,9
1058,fa4d35e3-fc38-4e26-a9e0-521a648acec1,Skin-Melanoma,2,9
1059,5310f698-d31a-4628-84b4-dc9ac29722a5,Skin-Melanoma,3,9
1060,d056645f-4dd3-49f3-b0a4-2293e2b4d82c,Skin-Melanoma,4,9
1061,3869ff3f-21b9-4817-8ff4-83c6fc75ab11,Skin-Melanoma,5,9
1062,978ae91e-6ebe-4efa-97ff-cfad511ae7b3,Skin-Melanoma,6,9
1063,3f98d326-5676-4257-9af8-0a5f5d3c2527,Skin-Melanoma,7,9
1064,10bb1a92-901e-4a14-80f4-5e88f997754b,Skin-Melanoma,8,9
1066,8ea666b7-2b6e-4df8-9a9d-b8265b9749b4,Skin-Melanoma,10,9
1067,d053f88f-09e6-472e-a691-bb293c461399,Skin-Melanoma,1,9
1068,b07bad52-d44c-4b27-900a-960985bfadec,Skin-Melanoma,2,9
1069,6c884037-49f9-41c3-b0e5-9cbcd545aeb7,Skin-Melanoma,3,9
1070,14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0,Skin-Melanoma,4,9
1071,2399ab13-abfa-480e-9fda-7947edc420be,Skin-Melanoma,5,9
1072,e2774050-1257-4c29-b201-d79ce70fe17e,Skin-Melanoma,6,9
1073,6dac8ca0-f776-4ea2-85c4-aefba4966be7,Stomach-AdenoCA,7,9
1074,c612570a-881d-421f-98b9-0e4563133744,Stomach-AdenoCA,8,9
1076,c8e961b4-e324-40a2-89f6-736ec3845bc9,Stomach-AdenoCA,10,9
1077,ea1cac20-88c1-4257-9cdb-d2890eb2e123,Stomach-AdenoCA,1,9
1078,a4c838df-6ac4-455a-8096-8ec680064374,Stomach-AdenoCA,2,9
1079,c79ce3d3-4758-4f52-9da1-38f994c99f4e,Stomach-AdenoCA,3,9
1080,153a64ee-6322-4f2e-b3df-77ef7d3a4cf0,Stomach-AdenoCA,4,9
1081,5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7,Stomach-AdenoCA,5,9
1082,9536f736-63bc-4099-bd54-740f5910f4a8,Stomach-AdenoCA,6,9
1083,931b24da-5d6d-4c2d-8de9-ef32d6eb8565,Stomach-AdenoCA,7,9
1084,1f2a8889-4374-4037-bb56-0f20733380e3,Stomach-AdenoCA,8,9
1086,576a1741-8c65-40da-9f0f-b2ca805d70f3,Stomach-AdenoCA,10,9
1087,2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e,Stomach-AdenoCA,1,9
1088,d8d5585d-32cd-4ac4-b410-a4122a17a558,Stomach-AdenoCA,2,9
1089,0fa9cfba-0f49-47d0-ab54-9dd2144e0a73,Stomach-AdenoCA,3,9
1090,7e305f31-fbb0-4bce-894b-1dd85e303421,Stomach-AdenoCA,4,9
1091,0cd60b96-eb2d-4687-9709-d1455ec45de7,Stomach-AdenoCA,5,9
1092,d6738c83-7b52-4224-846a-67bd085aaab8,Stomach-AdenoCA,6,9
1093,2e66eb75-097c-4ad8-b2b3-9f5849dfd02f,Stomach-AdenoCA,7,9
1094,172c9864-c26d-4e9b-947a-e8ce761e996d,Stomach-AdenoCA,8,9
1096,1d0617e8-2725-4411-b50f-e46ea1d43242,Stomach-AdenoCA,10,9
1097,a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5,Stomach-AdenoCA,1,9
1098,eb59b79f-bd36-4bf4-83e3-2af73bd1d30a,Stomach-AdenoCA,2,9
1099,ea2055d1-7b8b-4aaf-9a70-8802f4deef9b,Stomach-AdenoCA,3,9
1100,388a8875-c3f5-494e-8456-28be8d3626e1,Stomach-AdenoCA,4,9
1101,1021b60d-f7b2-43b0-b2cc-f282d619d533,Stomach-AdenoCA,5,9
1102,7116cc90-f465-4e7e-aa27-48a83ed258e9,Stomach-AdenoCA,6,9
1103,07a7c634-bd9a-4fc2-b9fe-87b060ec3d1f,Thy-AdenoCA,7,9
1104,248fd0ed-f14c-40b8-9f14-e9c7adf16e22,Thy-AdenoCA,8,9
1106,4bae2f08-da75-4991-acb8-5ba9912f9131,Thy-AdenoCA,10,9
1107,b8cd6882-be27-4742-bc63-3227d31bf704,Thy-AdenoCA,1,9
1108,5bdca282-c671-48ff-b32b-2380996016c0,Thy-AdenoCA,2,9
1109,0c18a8b7-bad1-4aa4-a6df-472f89d9761c,Thy-AdenoCA,3,9
1110,3f039593-91d1-43cb-a06b-41e92f7e8d20,Thy-AdenoCA,4,9
1111,5c02d399-07af-4573-a568-bc1b256bc8f8,Thy-AdenoCA,5,9
1112,66eb4833-1b87-4fd9-a53d-26dc7ad6de29,Thy-AdenoCA,6,9
1113,2dfe70fd-2650-49c0-b6eb-67df585d063b,Thy-AdenoCA,7,9
1114,29578759-9ccb-4a24-b5b8-c45ebd4339d9,Thy-AdenoCA,8,9
1116,ad874249-9964-4e48-aa3f-7e828ea28f3f,Thy-AdenoCA,10,9
1117,178d0486-cb0d-4979-8bdf-bb3fe99149bd,Thy-AdenoCA,1,9
1118,a9c29edd-2ef1-46ef-93c6-796cf0332a2b,Thy-AdenoCA,2,9
1119,fc812906-d3b6-4210-a842-96f095280cbf,Thy-AdenoCA,3,9
1120,15abb2a3-10a2-4e04-8eb9-6eadbd976af0,Thy-AdenoCA,4,9
1121,8845fce6-e2b4-4929-942b-57096b0bbafc,Thy-AdenoCA,5,9
1122,54426b1a-e0d3-4d8e-9e81-2d8e6b153b22,Thy-AdenoCA,6,9
1123,c8381701-31cb-465a-bdf2-1b8132be7a14,Thy-AdenoCA,7,9
1124,d692ecd0-2433-426b-9af2-a30c44a80f7c,Thy-AdenoCA,8,9
1126,62fceb56-8c6e-4d20-9d2f-5b7042854d23,Thy-AdenoCA,10,9
1127,d0a33fd2-085c-488b-b843-2ca97c85a5cb,Thy-AdenoCA,1,9
1128,565e656c-d5e3-4fe4-a10c-2e9ca1e498b5,Thy-AdenoCA,2,9
1129,0567d3e6-6278-4d0a-81ae-c084d73c6dd3,Thy-AdenoCA,3,9
1130,17a66d24-de77-4f2a-a8ad-d2c6a69e7671,Thy-AdenoCA,4,9
1131,1d97ba51-d981-4986-9f71-c2b6cb9961c3,Thy-AdenoCA,5,9
1132,64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff,Thy-AdenoCA,6,9
1133,90883300-d4b6-45d7-af9a-4e4ce4104500,Thy-AdenoCA,7,9
1134,e7335a24-e5fc-4558-9eba-511c5a802320,Thy-AdenoCA,8,9
1136,19233fd1-5229-466e-acf3-5882165758e0,Thy-AdenoCA,10,9
1137,7dfcfe29-3900-4d7b-8067-60c51584b0b1,Thy-AdenoCA,1,9
1138,1924d200-6929-4eef-8a7f-317f8fbab915,Thy-AdenoCA,2,9
1139,1bbb522d-e224-4b3f-9e10-3a47d06b2b05,Thy-AdenoCA,3,9
1140,add0b0f6-b4a8-4b73-b634-c3600dc567d5,Thy-AdenoCA,4,9
1141,546b97b0-ab82-42a1-bbd2-241523278ec3,Thy-AdenoCA,5,9
1142,007aab66-2f07-459d-8952-3041d6ea24a8,Thy-AdenoCA,6,9
1143,79169c46-7049-4576-9885-63973db76ab9,Thy-AdenoCA,7,9
1144,473fe833-fcc6-485e-93d2-95e662c3ef53,Thy-AdenoCA,8,9
1146,63ea274b-d42b-4787-9c54-8ee95ea376ec,Thy-AdenoCA,10,9
1147,2dd5eea1-42a1-4e8b-99ac-20399cc7e15c,Thy-AdenoCA,1,9
1148,b1753e9c-29d0-4955-89d2-949cdabd1211,Thy-AdenoCA,2,9
1149,79133e29-ba0b-4e2f-a6d9-bf294c5144f0,Thy-AdenoCA,3,9
1150,af96db5a-684f-41d1-a910-5a5193393d9c,Uterus-AdenoCA,4,9
1151,9d2671b9-bd30-4e3c-aa74-01e31dd2531e,Uterus-AdenoCA,5,9
1152,19def402-fb8d-4b27-90dd-ce9135a3c0a2,Uterus-AdenoCA,6,9
1153,65f9a820-f026-4a10-8bb7-1fbc3b38321e,Uterus-AdenoCA,7,9
1154,554b9439-7e11-43ec-8bc3-448c59100b9e,Uterus-AdenoCA,8,9
1156,e7d74d34-3255-4c20-90fd-b105e6e229c8,Uterus-AdenoCA,10,9
1157,c082dc34-457e-40ec-8258-e11e8ed362c2,Uterus-AdenoCA,1,9
1158,eae45fbe-9f7d-4f59-a0a9-1f0f0d69afc4,Uterus-AdenoCA,2,9
1159,105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d,Uterus-AdenoCA,3,9
1160,493e7008-551c-4c0e-b567-a0f31868629e,Uterus-AdenoCA,4,9
1161,82be6087-a491-42d4-9b48-6a10d1bace18,Uterus-AdenoCA,5,9
1162,6e599fcc-d79a-4e0f-b451-c20768c989f9,Uterus-AdenoCA,6,9
1163,577d5c9e-fbda-41d5-b0b3-cdb733453ea5,Uterus-AdenoCA,7,9
1164,460f7427-ebcf-404b-9e9e-e0278d0bca95,Uterus-AdenoCA,8,9
1166,b0a83df8-dd2c-4c1b-b238-9081d2c22258,Uterus-AdenoCA,10,9
1167,2b78de4e-4c8b-4adf-a058-3dae797e7881,Uterus-AdenoCA,1,9
1168,19c1c97f-a3ec-44a8-8a20-6f97caed1a4f,Uterus-AdenoCA,2,9
1169,ed32c725-08ae-48eb-8fa2-719b9aeb7550,Uterus-AdenoCA,3,9
1170,f7dcc2e4-1fc4-4b39-bc6a-720e66116d68,Uterus-AdenoCA,4,9
1171,95e8d38a-122e-494c-a304-bef4275fed7e,Uterus-AdenoCA,5,9
1172,b38d0777-4901-48b8-9cdc-33b7f13a424f,Uterus-AdenoCA,6,9
1173,55ada396-0878-4724-8ebe-00da367eed3d,Uterus-AdenoCA,7,9
1174,15d597de-d26c-4ce1-b0cb-077e39b55f30,Uterus-AdenoCA,8,9
1176,23cc70c4-b744-4fa0-a0de-b25c0fdf212f,Uterus-AdenoCA,10,9
1177,f7187888-f261-4a39-99b4-966fd7207117,Uterus-AdenoCA,1,9
1178,b77084ab-8148-49e0-b3f9-90f7d9ea1862,Uterus-AdenoCA,2,9
1179,bcf858fd-cc3b-4fde-ab10-eb96216f4366,Uterus-AdenoCA,3,9
1180,8dd14f0e-8601-4aa1-864c-3c49e768cdd1,Uterus-AdenoCA,4,9
1181,00db4dc2-3ec7-4ff9-9233-d69c8c8a607f,Uterus-AdenoCA,5,9
1182,c75cc75a-7496-420f-b526-ea63c77e9839,Uterus-AdenoCA,6,9
1183,0c39c03a-ec84-42c6-be69-8e98bc7a9f5a,Uterus-AdenoCA,7,9
1184,99696731-c88f-427b-975b-1d90013e63ff,Uterus-AdenoCA,8,9
1186,0385961e-ea99-40b2-ad79-6872bc30d8a1,Uterus-AdenoCA,10,9
1187,42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2,Uterus-AdenoCA,1,9
1188,96f337d2-cec4-4484-87cd-ab2109d2bf50,Uterus-AdenoCA,2,9
1189,7364a112-61b9-41c6-b85f-18c97c54cefd,Uterus-AdenoCA,3,9
1190,638e80c7-9a6e-4a32-a621-fc4168e72343,Uterus-AdenoCA,4,9
1191,ea6efcd1-11de-45f0-8bde-f1c06ad27e79,Uterus-AdenoCA,5,9
1192,accfc45b-eae0-4991-a488-e217cdb46655,Uterus-AdenoCA,6,9
1193,dec775c5-7d9a-4dc5-b399-dc4b7ba49d73,Uterus-AdenoCA,7,9
1194,fd504153-3cf6-44b9-99d5-21961ebac188,Uterus-AdenoCA,8,9
1196,31bc44b9-35ff-43fd-8a01-a834f3b1ce46,Uterus-AdenoCA,10,9
1197,82d2ea5f-ebdc-4907-a287-fe837fd6b59c,Uterus-AdenoCA,1,9
1198,ec31e921-0782-4f77-ac23-4190af1e61ee,Uterus-AdenoCA,2,9
1199,92126163-00c3-41f2-9ce6-7aad5f621407,Uterus-AdenoCA,3,9
1200,712ba532-fb1a-43fa-a356-b446b509ceb7,Uterus-AdenoCA,4,9
0,301d6ce3-4099-4c1d-8e50-c04b7ce91450,Bladder-TCC,1,10
1,4838b5a9-968c-4178-bffb-3fafe1f6dc09,Bladder-TCC,2,10
2,c66c92d5-df65-46e6-861d-d8a98808e6a3,Bladder-TCC,3,10
3,973d0577-8ca4-44a1-817f-1d3c1bada151,Bladder-TCC,4,10
4,91f458e6-64b7-454d-a542-b0aa23638fd8,Bladder-TCC,5,10
5,8c619cbc-9e91-4716-9711-5236e55d8f46,Bladder-TCC,6,10
6,abd2d959-d5ed-4eb3-9759-67eb1aa23325,Bladder-TCC,7,10
7,0c7aca3f-e006-4de3-afc2-20b4f727d4fd,Bladder-TCC,8,10
8,804ffa2e-158b-447d-945c-707684134c87,Bladder-TCC,9,10
10,45a7949d-e63f-4956-866c-df51257032de,Bladder-TCC,1,10
11,acc629cb-ad03-4cec-9b21-922e4932ef3e,Bladder-TCC,2,10
12,d4615ca0-b5c7-4a5c-8593-bd50034a78ae,Bladder-TCC,3,10
13,448fe471-3f4e-4dc8-a4e0-6f147dc93abe,Bladder-TCC,4,10
14,cda1a403-16b6-487c-a82a-c377d1d0f89d,Bladder-TCC,5,10
15,df8a913c-5160-4fc5-950d-7c890e24e820,Bladder-TCC,6,10
16,418a3dec-96ff-4719-becb-e1a8260cce2f,Bladder-TCC,7,10
17,f389176f-d8f3-45c2-aae4-7378a3d6fc7f,Bladder-TCC,8,10
18,b73523d7-f5a5-4140-8537-4df4d1ecf465,Bladder-TCC,9,10
20,94108975-b7a0-40ba-ad39-e44cc62e8cc0,Bladder-TCC,1,10
21,e6c78a98-f45b-482b-a551-4f11b8c1ff8b,Bladder-TCC,2,10
22,7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c,Bladder-TCC,3,10
