,nm_class,samples,slices,fold
7476,THCA,TCGA-DJ-A1QF-01A-12D-A14W-08,7,8
7478,THCA,TCGA-DJ-A4UW-01A-11D-A257-08,9,8
7479,THCA,TCGA-FE-A233-01A-11D-A14W-08,10,8
7480,THCA,TCGA-EM-A1CT-01A-11D-A13W-08,1,8
7481,THCA,TCGA-EL-A3H7-01A-11D-A21A-08,2,8
7482,THCA,TCGA-DJ-A3UU-01A-11D-A22D-08,3,8
7483,THCA,TCGA-E8-A432-01A-11D-A23M-08,4,8
7484,THCA,TCGA-DJ-A2Q0-01A-11D-A202-08,5,8
7485,THCA,TCGA-BJ-A45H-01A-12D-A23U-08,6,8
7486,THCA,TCGA-IM-A41Y-01A-11D-A23U-08,7,8
7488,THCA,TCGA-EM-A4FH-01A-11D-A257-08,9,8
7489,THCA,TCGA-EM-A4FU-01A-11D-A257-08,10,8
7490,THCA,TCGA-DJ-A3UK-01A-11D-A22D-08,1,8
7491,THCA,TCGA-ET-A3BW-01A-11D-A19J-08,2,8
7492,THCA,TCGA-ET-A39N-01A-11D-A19J-08,3,8
7493,THCA,TCGA-ET-A4KQ-01A-12D-A257-08,4,8
7494,THCA,TCGA-EM-A1CV-01A-11D-A13W-08,5,8
7495,THCA,TCGA-FY-A3W9-01A-11D-A22D-08,6,8
7496,THCA,TCGA-DJ-A1QO-01A-11D-A14W-08,7,8
7498,THCA,TCGA-BJ-A28S-01A-11D-A19J-08,9,8
7499,THCA,TCGA-EM-A2CS-01A-11D-A19J-08,10,8
7500,THCA,TCGA-EL-A3T8-01A-21D-A22D-08,1,8
7501,THCA,TCGA-DE-A4MA-01A-11D-A257-08,2,8
7502,THCA,TCGA-EL-A3D1-01A-11D-A19J-08,3,8
7503,THCA,TCGA-FK-A3SE-01A-11D-A22D-08,4,8
7504,THCA,TCGA-E8-A418-01A-11D-A23M-08,5,8
7505,THCA,TCGA-ET-A25I-01A-11D-A16O-08,6,8
7506,THCA,TCGA-E8-A419-01A-11D-A23M-08,7,8
7508,THCA,TCGA-EL-A3ZT-01A-12D-A23M-08,9,8
7509,THCA,TCGA-DJ-A2PT-01A-11D-A18F-08,10,8
7510,THCA,TCGA-EM-A3O8-01A-11D-A21Z-08,1,8
7511,THCA,TCGA-E8-A415-01A-11D-A23M-08,2,8
7512,THCA,TCGA-ET-A25K-01A-11D-A16O-08,3,8
7513,THCA,TCGA-J8-A3YF-01A-12D-A23M-08,4,8
7514,THCA,TCGA-EL-A3T1-01A-11D-A22D-08,5,8
7515,THCA,TCGA-E3-A3E1-01A-11D-A20C-08,6,8
7516,THCA,TCGA-DJ-A3V8-01A-11D-A23M-08,7,8
7518,THCA,TCGA-EL-A3CS-01A-21D-A19J-08,9,8
7519,THCA,TCGA-EM-A3FO-01A-11D-A21A-08,10,8
7520,THCA,TCGA-DJ-A3VJ-01A-11D-A23M-08,1,8
7521,THCA,TCGA-EL-A3GY-01A-21D-A202-08,2,8
7522,THCA,TCGA-EM-A2P1-01A-11D-A202-08,3,8
7523,THCA,TCGA-FK-A3SH-01A-11D-A22D-08,4,8
7524,THCA,TCGA-BJ-A3F0-01A-11D-A202-08,5,8
7525,THCA,TCGA-BJ-A45G-01A-11D-A23U-08,6,8
7526,THCA,TCGA-ET-A39S-01A-11D-A19J-08,7,8
7528,THCA,TCGA-DJ-A3VI-01A-11D-A23M-08,9,8
7529,THCA,TCGA-EM-A2OZ-01A-11D-A202-08,10,8
7530,THCA,TCGA-DJ-A3UP-01A-11D-A22D-08,1,8
7531,THCA,TCGA-J8-A3YE-01A-12D-A23M-08,2,8
7532,THCA,TCGA-FY-A3ON-01A-11D-A21Z-08,3,8
7533,THCA,TCGA-E8-A416-01A-11D-A23M-08,4,8
7534,THCA,TCGA-EM-A2CP-01A-11D-A17V-08,5,8
7535,THCA,TCGA-DO-A1JZ-01A-11D-A13W-08,6,8
7536,THCA,TCGA-CE-A27D-01A-11D-A16O-08,7,8
7538,THCA,TCGA-BJ-A3EZ-01A-11D-A202-08,9,8
7539,THCA,TCGA-DJ-A4UR-01A-11D-A257-08,10,8
7540,THCA,TCGA-DJ-A2QA-01A-11D-A18F-08,1,8
7541,THCA,TCGA-FE-A236-01A-11D-A16O-08,2,8
7542,THCA,TCGA-EL-A3CP-01A-11D-A19J-08,3,8
7543,THCA,TCGA-DJ-A3VM-01A-11D-A23M-08,4,8
7544,THCA,TCGA-EM-A1CW-01A-21D-A13W-08,5,8
7545,THCA,TCGA-J8-A3NZ-01A-11D-A21A-08,6,8
7546,THCA,TCGA-IM-A3U2-01A-21D-A22D-08,7,8
7548,THCA,TCGA-DJ-A3UY-01A-21D-A22D-08,9,8
7549,THCA,TCGA-ET-A3BT-01A-11D-A19J-08,10,8
7550,THCA,TCGA-DJ-A13V-01A-11D-A10S-08,1,8
7551,THCA,TCGA-E8-A437-01A-12D-A23U-08,2,8
7552,THCA,TCGA-EM-A2CT-01A-11D-A17V-08,3,8
7553,THCA,TCGA-EL-A3GW-01A-11D-A202-08,4,8
7554,THCA,TCGA-KS-A4I3-01A-11D-A257-08,5,8
7555,THCA,TCGA-EM-A2CU-01A-12D-A17V-08,6,8
7556,THCA,TCGA-EM-A2CM-01A-11D-A17V-08,7,8
7558,THCA,TCGA-EM-A2CL-01A-11D-A17V-08,9,8
7559,THCA,TCGA-BJ-A4O9-01A-11D-A257-08,10,8
7560,THCA,TCGA-DJ-A2Q5-01A-11D-A18F-08,1,8
7561,THCA,TCGA-DJ-A2PX-01A-11D-A18F-08,2,8
7562,THCA,TCGA-EM-A4G1-01A-11D-A257-08,3,8
7563,THCA,TCGA-EL-A3ZL-01A-11D-A23M-08,4,8
7564,THCA,TCGA-EL-A3CO-01A-11D-A19J-08,5,8
7565,THCA,TCGA-DJ-A3V7-01A-11D-A23M-08,6,8
7566,THCA,TCGA-DJ-A3VL-01A-11D-A23M-08,7,8
7568,THCA,TCGA-EL-A3CV-01A-11D-A19J-08,9,8
7569,THCA,TCGA-KS-A4I9-01A-11D-A257-08,10,8
7570,THCA,TCGA-EL-A3T6-01A-11D-A21Z-08,1,8
7571,THCA,TCGA-BJ-A28T-01A-11D-A16O-08,2,8
7572,THCA,TCGA-FY-A40L-01A-11D-A23M-08,3,8
7573,THCA,TCGA-DJ-A13T-01A-11D-A10S-08,4,8
7574,THCA,TCGA-EM-A3AP-01A-12D-A20C-08,5,8
7575,THCA,TCGA-ET-A3BP-01A-21D-A19J-08,6,8
7576,THCA,TCGA-EM-A1YD-01A-11D-A14W-08,7,8
7578,THCA,TCGA-ET-A39K-01A-11D-A19J-08,9,8
7579,THCA,TCGA-J8-A3O0-01A-11D-A21A-08,10,8
7580,THCA,TCGA-E8-A2JQ-01A-11D-A19J-08,1,8
7581,THCA,TCGA-DE-A0Y2-01A-11D-A10S-08,2,8
7582,THCA,TCGA-DO-A1K0-01A-11D-A13W-08,3,8
7583,THCA,TCGA-FE-A22Z-01A-11D-A17V-08,4,8
7584,THCA,TCGA-DJ-A2Q9-01A-21D-A18F-08,5,8
7585,THCA,TCGA-FE-A3PA-01A-12D-A21Z-08,6,8
7586,THCA,TCGA-EM-A2P3-01A-11D-A202-08,7,8
7588,THCA,TCGA-DJ-A3UZ-01A-11D-A22Z-08,9,8
7589,THCA,TCGA-DJ-A1QI-01A-11D-A14W-08,10,8
7590,THCA,TCGA-EL-A3CU-01A-11D-A19J-08,1,8
7591,THCA,TCGA-FE-A235-01A-11D-A16O-08,2,8
7592,THCA,TCGA-EM-A2OY-01A-11D-A202-08,3,8
7593,THCA,TCGA-BJ-A290-01A-11D-A17V-08,4,8
7594,THCA,TCGA-CE-A485-01A-11D-A23U-08,5,8
7595,THCA,TCGA-EL-A3GU-01A-11D-A21A-08,6,8
7596,THCA,TCGA-BJ-A2N9-01A-11D-A18F-08,7,8
7598,THCA,TCGA-ET-A2N3-01B-21D-A23M-08,9,8
7599,THCA,TCGA-E8-A413-01A-21D-A23M-08,10,8
7600,THCA,TCGA-BJ-A18Z-01A-21D-A13W-08,1,8
7601,THCA,TCGA-EL-A3ZQ-01A-11D-A23M-08,2,8
7602,THCA,TCGA-EM-A3SY-01A-11D-A22Z-08,3,8
7603,THCA,TCGA-FY-A4B4-01A-11D-A23U-08,4,8
7604,THCA,TCGA-ET-A40T-01A-11D-A23M-08,5,8
7605,THCA,TCGA-J8-A3O2-01A-11D-A23M-08,6,8
7606,THCA,TCGA-DE-A2OL-01A-11D-A18F-08,7,8
7608,THCA,TCGA-J8-A3YG-01A-11D-A22Z-08,9,8
7609,THCA,TCGA-ET-A25G-01A-11D-A16O-08,10,8
7610,THCA,TCGA-EL-A3CM-01A-11D-A19J-08,1,8
7611,THCA,TCGA-DJ-A13P-01A-11D-A10S-08,2,8
7612,THCA,TCGA-FY-A40N-01A-11D-A23M-08,3,8
7613,THCA,TCGA-DJ-A3VF-01A-11D-A23M-08,4,8
7614,THCA,TCGA-BJ-A28V-01A-11D-A19J-08,5,8
7615,THCA,TCGA-EL-A3N3-01A-11D-A20C-08,6,8
7616,THCA,TCGA-DJ-A2Q8-01A-11D-A18F-08,7,8
7618,THCA,TCGA-EL-A3H4-01A-11D-A202-08,9,8
7619,THCA,TCGA-IM-A3ED-01A-11D-A202-08,10,8
7620,THCA,TCGA-DJ-A3VG-01A-11D-A23M-08,1,8
7621,THCA,TCGA-DJ-A13S-01A-11D-A10S-08,2,8
7622,THCA,TCGA-DJ-A1QL-01A-11D-A14W-08,3,8
7623,THCA,TCGA-ET-A3DO-01A-11D-A19J-08,4,8
7624,THCA,TCGA-EL-A4K7-01A-11D-A257-08,5,8
7625,THCA,TCGA-EL-A3D4-01A-11D-A19J-08,6,8
7626,THCA,TCGA-FE-A232-01A-11D-A14W-08,7,8
7628,THCA,TCGA-BJ-A45I-01A-11D-A23U-08,9,8
7629,THCA,TCGA-FK-A4UB-01A-11D-A257-08,10,8
7630,THCA,TCGA-FY-A3R8-01A-11D-A21Z-08,1,8
7631,THCA,TCGA-DE-A69K-01A-11D-A397-08,2,8
7632,THCA,TCGA-DJ-A2Q4-01A-21D-A18F-08,3,8
7633,THCA,TCGA-BJ-A0ZB-01A-11D-A10S-08,4,8
7634,THCA,TCGA-DJ-A3V0-01A-11D-A22Z-08,5,8
7635,THCA,TCGA-EM-A4FF-01A-11D-A257-08,6,8
7636,THCA,TCGA-DJ-A13L-01A-11D-A21Z-08,7,8
7638,THCA,TCGA-DJ-A2PU-01A-12D-A19J-08,9,8
7639,THCA,TCGA-EM-A1YA-01A-11D-A14W-08,10,8
7640,THCA,TCGA-BJ-A18Y-01A-11D-A13W-08,1,8
7641,THCA,TCGA-DJ-A13M-01A-11D-A10S-08,2,8
7642,THCA,TCGA-DJ-A3V9-01A-11D-A23M-08,3,8
7643,THCA,TCGA-DJ-A4V4-01A-11D-A257-08,4,8
7644,THCA,TCGA-KS-A41I-01A-11D-A23M-08,5,8
7645,THCA,TCGA-EM-A22Q-01A-11D-A17V-08,6,8
7646,THCA,TCGA-EM-A4FR-01A-11D-A257-08,7,8
7648,THCA,TCGA-DJ-A3V3-01A-11D-A22Z-08,9,8
7649,THCA,TCGA-DE-A0Y3-01B-11D-A10S-08,10,8
7650,THCA,TCGA-EM-A3SX-01A-11D-A22Z-08,1,8
7651,THCA,TCGA-DJ-A1QQ-01A-11D-A14W-08,2,8
7652,THCA,TCGA-DJ-A3VB-01A-11D-A23M-08,3,8
7653,THCA,TCGA-E3-A3DY-01A-11D-A20C-08,4,8
7654,THCA,TCGA-ET-A39O-01A-11D-A19J-08,5,8
7655,THCA,TCGA-H2-A26U-01A-11D-A16O-08,6,8
7656,THCA,TCGA-BJ-A0Z0-01A-11D-A10S-08,7,8
7658,THCA,TCGA-EM-A2P2-01A-11D-A202-08,9,8
7659,THCA,TCGA-BJ-A0ZH-01A-11D-A10S-08,10,8
7660,THCA,TCGA-BJ-A0YZ-01A-11D-A10S-08,1,8
7661,THCA,TCGA-EL-A3T3-01A-11D-A22D-08,2,8
7662,THCA,TCGA-EM-A3SU-01A-11D-A22Z-08,3,8
7663,THCA,TCGA-EL-A3CT-01A-12D-A202-08,4,8
7664,THCA,TCGA-EM-A3FK-01A-11D-A21A-08,5,8
7665,THCA,TCGA-EM-A3O6-01A-11D-A21Z-08,6,8
7666,THCA,TCGA-EM-A3FJ-01A-11D-A21A-08,7,8
7668,THCA,TCGA-EM-A3FM-01A-11D-A21A-08,9,8
7669,THCA,TCGA-MK-A4N6-01A-11D-A257-08,10,8
7670,THCA,TCGA-DJ-A2PS-01A-11D-A18F-08,1,8
7671,THCA,TCGA-DJ-A3VK-01A-11D-A23M-08,2,8
7672,THCA,TCGA-DJ-A3UO-01A-11D-A22D-08,3,8
7673,THCA,TCGA-KS-A4I7-01A-11D-A257-08,4,8
7674,THCA,TCGA-J8-A4HY-01A-11D-A257-08,5,8
7675,THCA,TCGA-EM-A3AK-01A-11D-A202-08,6,8
7676,THCA,TCGA-BJ-A4O8-01A-11D-A257-08,7,8
7678,THCA,TCGA-EM-A3ST-01A-11D-A22Z-08,9,8
7679,THCA,TCGA-BJ-A2P4-01A-11D-A18F-08,10,8
7680,THCA,TCGA-KS-A4ID-01A-11D-A257-08,1,8
7681,THCA,TCGA-EM-A3FR-01A-11D-A21Z-08,2,8
7682,THCA,TCGA-ET-A2N1-01A-11D-A18F-08,3,8
7683,THCA,TCGA-DE-A3KN-01A-11D-A20C-08,4,8
7684,THCA,TCGA-EL-A3ZG-01A-11D-A23M-08,5,8
7685,THCA,TCGA-EM-A2P0-01A-11D-A202-08,6,8
7686,THCA,TCGA-CE-A484-01A-11D-A23U-08,7,8
7688,THCA,TCGA-FY-A3RA-01A-11D-A21Z-08,9,8
7689,THCA,TCGA-E8-A433-01A-11D-A23M-08,10,8
7690,THCA,TCGA-DJ-A2PV-01A-11D-A19J-08,1,8
7691,THCA,TCGA-EM-A3AR-01A-12D-A20C-08,2,8
7692,THCA,TCGA-ET-A39P-01A-21D-A19J-08,3,8
7693,THCA,TCGA-DJ-A2QC-01A-11D-A18F-08,4,8
7694,THCA,TCGA-ET-A2MZ-01A-12D-A19J-08,5,8
7695,THCA,TCGA-EM-A2CK-01A-11D-A17V-08,6,8
7696,THCA,TCGA-E8-A242-01A-21D-A16O-08,7,8
7698,THCA,TCGA-ET-A40Q-01A-11D-A23M-08,9,8
7699,THCA,TCGA-FY-A3NN-01A-11D-A21A-08,10,8
7700,THCA,TCGA-EL-A3D6-01A-12D-A202-08,1,8
7701,THCA,TCGA-E8-A2EA-01A-11D-A17V-08,2,8
7702,THCA,TCGA-EL-A3CW-01A-11D-A19J-08,3,8
7703,THCA,TCGA-E8-A438-01A-11D-A23U-08,4,8
7704,THCA,TCGA-FY-A3R7-01A-11D-A21Z-08,5,8
7705,THCA,TCGA-EM-A2CJ-01A-11D-A17V-08,6,8
7706,THCA,TCGA-ET-A3DW-01A-11D-A19J-08,7,8
7708,THCA,TCGA-EL-A3ZR-01A-11D-A23M-08,9,8
7709,THCA,TCGA-EM-A3FN-01A-11D-A21A-08,10,8
7710,THCA,TCGA-EL-A3MZ-01A-11D-A21A-08,1,8
7711,THCA,TCGA-EM-A2CO-01A-11D-A19J-08,2,8
7712,THCA,TCGA-BJ-A45F-01A-12D-A23U-08,3,8
7713,THCA,TCGA-BJ-A28X-01A-11D-A22D-08,4,8
7714,THCA,TCGA-CE-A482-01A-11D-A23U-08,5,8
7715,THCA,TCGA-FE-A23A-01A-11D-A17V-08,6,8
7716,THCA,TCGA-DJ-A13U-01A-11D-A10S-08,7,8
7718,THCA,TCGA-MK-A84Z-01A-11D-A397-08,9,8
7719,THCA,TCGA-EM-A4FN-01A-11D-A257-08,10,8
7720,THCA,TCGA-EM-A1CU-01A-11D-A13W-08,1,8
7721,THCA,TCGA-DJ-A13O-01A-11D-A10S-08,2,8
7722,THCA,TCGA-EL-A3ZP-01A-11D-A23M-08,3,8
7723,THCA,TCGA-EL-A3T2-01A-11D-A22D-08,4,8
7724,THCA,TCGA-EL-A3ZO-01A-11D-A23M-08,5,8
7725,THCA,TCGA-H2-A421-01A-11D-A23M-08,6,8
7726,THCA,TCGA-J8-A3O1-01A-11D-A21A-08,7,8
7728,THCA,TCGA-4C-A93U-01A-11D-A397-08,9,8
7729,THCA,TCGA-DE-A7U5-01A-11D-A397-08,10,8
7730,THCA,TCGA-KS-A4IC-01A-11D-A257-08,1,8
7731,THCA,TCGA-E3-A3E5-01A-11D-A20C-08,2,8
7732,THCA,TCGA-ET-A3BV-01A-11D-A19J-08,3,8
7733,THCA,TCGA-FY-A3TY-01A-11D-A22Z-08,4,8
7734,THCA,TCGA-EL-A3MY-01A-11D-A21A-08,5,8
7735,THCA,TCGA-FE-A234-01A-11D-A14W-08,6,8
7736,THCA,TCGA-FY-A4B3-01A-11D-A23U-08,7,8
7738,THCA,TCGA-DJ-A13W-01A-11D-A10S-08,9,8
7739,THCA,TCGA-EL-A3T9-01A-21D-A22D-08,10,8
7740,THCA,TCGA-BJ-A0ZJ-01A-11D-A10S-08,1,8
7741,THCA,TCGA-EL-A3N2-01A-11D-A20C-08,2,8
7742,THCA,TCGA-H2-A422-01A-11D-A23M-08,3,8
7743,THCA,TCGA-ET-A3DU-01A-11D-A19J-08,4,8
7744,THCA,TCGA-BJ-A45K-01A-11D-A23U-08,5,8
7745,THCA,TCGA-DJ-A3VD-01A-11D-A23M-08,6,8
7746,THCA,TCGA-EM-A3AJ-01A-11D-A202-08,7,8
7748,THCA,TCGA-IM-A420-01A-11D-A23M-08,9,8
7749,THCA,TCGA-CE-A3ME-01A-11D-A20C-08,10,8
7750,THCA,TCGA-EM-A3FL-01A-11D-A21A-08,1,8
7751,THCA,TCGA-FK-A3SG-01A-11D-A22D-08,2,8
7752,THCA,TCGA-QD-A8IV-01A-11D-A397-08,3,8
7753,THCA,TCGA-BJ-A0ZC-01A-12D-A13W-08,4,8
7754,THCA,TCGA-FE-A3PB-01A-11D-A21Z-08,5,8
7755,THCA,TCGA-DJ-A3UQ-01A-11D-A22D-08,6,8
7756,THCA,TCGA-DJ-A2Q7-01A-11D-A18F-08,7,8
7758,THCA,TCGA-EL-A3T0-01A-22D-A22D-08,9,8
7759,THCA,TCGA-ET-A25J-01A-11D-A16O-08,10,8
7760,THCA,TCGA-DJ-A1QD-01A-11D-A14W-08,1,8
7761,THCA,TCGA-EL-A4KI-01A-11D-A257-08,2,8
7762,THCA,TCGA-DJ-A2PN-01A-21D-A19J-08,3,8
7763,THCA,TCGA-EM-A22L-01A-11D-A17V-08,4,8
7764,THCA,TCGA-E8-A434-01A-11D-A23M-08,5,8
7765,THCA,TCGA-EL-A3TA-01A-12D-A22D-08,6,8
7766,THCA,TCGA-EM-A22O-01A-11D-A17V-08,7,8
7768,THCA,TCGA-ET-A3DT-01A-11D-A19J-08,9,8
7769,THCA,TCGA-ET-A2MY-01A-11D-A18F-08,10,8
7770,THCA,TCGA-EM-A2OW-01A-11D-A202-08,1,8
7771,THCA,TCGA-DJ-A3VA-01A-11D-A23M-08,2,8
7772,THCA,TCGA-EM-A3AN-01A-11D-A202-08,3,8
7773,THCA,TCGA-L6-A4EU-01A-11D-A257-08,4,8
7774,THCA,TCGA-EL-A3CR-01A-12D-A202-08,5,8
7775,THCA,TCGA-E8-A414-01A-11D-A23M-08,6,8
7776,THCA,TCGA-KS-A41J-01A-11D-A23M-08,7,8
7778,THCA,TCGA-E3-A3E0-01A-11D-A20C-08,9,8
7779,THCA,TCGA-J8-A3YH-01A-11D-A22Z-08,10,8
7780,THCA,TCGA-E8-A44M-01A-21D-A23U-08,1,8
7781,THCA,TCGA-ET-A3BQ-01B-11D-A202-08,2,8
7782,THCA,TCGA-EL-A3MW-01A-11D-A20C-08,3,8
7783,THCA,TCGA-FY-A40M-01A-11D-A23M-08,4,8
7784,THCA,TCGA-ET-A3BO-01A-11D-A19J-08,5,8
7785,THCA,TCGA-BJ-A2N8-01A-11D-A18F-08,6,8
7786,THCA,TCGA-FE-A3PC-01A-11D-A21Z-08,7,8
7788,THCA,TCGA-BJ-A28Z-01A-11D-A16O-08,9,8
7789,THCA,TCGA-DJ-A3UW-01A-11D-A22D-08,10,8
7790,THCA,TCGA-ET-A40S-01A-11D-A23M-08,1,8
7791,THCA,TCGA-FY-A76V-01A-11D-A397-08,2,8
7792,THCA,TCGA-ET-A25O-01A-11D-A17V-08,3,8
7793,THCA,TCGA-EL-A3CZ-01A-11D-A19J-08,4,8
7794,THYM,TCGA-ZB-A969-01A-11D-A428-09,5,8
7795,THYM,TCGA-5U-AB0D-01A-11D-A423-09,6,8
7796,THYM,TCGA-X7-A8DD-01A-11D-A423-09,7,8
7798,THYM,TCGA-ZB-A96R-01A-11D-A428-09,9,8
7799,THYM,TCGA-XM-A8RG-01A-11D-A423-09,10,8
7800,THYM,TCGA-3Q-A9WF-01A-11D-A423-09,1,8
7801,THYM,TCGA-X7-A8DF-01A-11D-A423-09,2,8
7802,THYM,TCGA-XU-A92R-01A-11D-A423-09,3,8
7803,THYM,TCGA-4V-A9QI-01A-11D-A423-09,4,8
7804,THYM,TCGA-XM-A8R8-01A-11D-A423-09,5,8
7805,THYM,TCGA-XU-A92X-01A-11D-A423-09,6,8
7806,THYM,TCGA-ZB-A96E-01A-11D-A428-09,7,8
7808,THYM,TCGA-ZB-A96H-01A-11D-A428-09,9,8
7809,THYM,TCGA-ZB-A96O-01A-11D-A428-09,10,8
7810,THYM,TCGA-4V-A9QN-01A-11D-A423-09,1,8
7811,THYM,TCGA-3G-AB19-01A-21D-A423-09,2,8
7812,THYM,TCGA-X7-A8D7-01A-11D-A423-09,3,8
7813,THYM,TCGA-X7-A8DG-01A-11D-A423-09,4,8
7814,THYM,TCGA-X7-A8DE-01A-11D-A423-09,5,8
7815,THYM,TCGA-X7-A8DJ-01A-11D-A423-09,6,8
7816,THYM,TCGA-4V-A9QS-01A-11D-A423-09,7,8
7818,THYM,TCGA-3G-AB0O-01A-22D-A423-09,9,8
7819,THYM,TCGA-4V-A9QM-01A-11D-A423-09,10,8
7820,THYM,TCGA-ZB-A96F-01A-11D-A428-09,1,8
7821,THYM,TCGA-ZB-A96K-01A-11D-A428-09,2,8
7822,THYM,TCGA-ZC-AAA7-01A-11D-A428-09,3,8
7823,THYM,TCGA-XU-AAY0-01A-11D-A428-09,4,8
7824,THYM,TCGA-XU-AAXX-01A-11D-A428-09,5,8
7825,THYM,TCGA-XU-A930-01A-11D-A423-09,6,8
7826,THYM,TCGA-XU-A931-01A-11D-A423-09,7,8
7828,THYM,TCGA-XU-AAXZ-01A-11D-A428-09,9,8
7829,THYM,TCGA-XU-A936-01A-11D-A428-09,10,8
7830,THYM,TCGA-ZT-A8OM-01A-11D-A428-09,1,8
7831,THYM,TCGA-ZC-AAAF-01A-11D-A428-09,2,8
7832,THYM,TCGA-3T-AA9L-01A-11D-A423-09,3,8
7833,THYM,TCGA-ZB-A96M-01A-11D-A428-09,4,8
7834,THYM,TCGA-X7-A8D8-01A-11D-A423-09,5,8
7835,THYM,TCGA-XM-A8RE-01A-11D-A423-09,6,8
7836,THYM,TCGA-X7-A8M1-01A-11D-A423-09,7,8
7838,THYM,TCGA-3S-AAYX-01A-11D-A423-09,9,8
7839,THYM,TCGA-XU-A92T-01A-11D-A423-09,10,8
7840,THYM,TCGA-ZB-A965-01A-11D-A428-09,1,8
7841,THYM,TCGA-4V-A9QT-01A-11D-A423-09,2,8
7842,THYM,TCGA-ZB-A96A-01A-11D-A428-09,3,8
7843,THYM,TCGA-XM-A8RI-01A-12D-A423-09,4,8
7844,THYM,TCGA-ZB-A96I-01A-11D-A428-09,5,8
7845,THYM,TCGA-3G-AB0Q-01A-11D-A423-09,6,8
7846,THYM,TCGA-ZB-A962-01A-11D-A428-09,7,8
7848,THYM,TCGA-XM-A8RF-01A-11D-A423-09,9,8
7849,THYM,TCGA-ZB-A96L-01A-11D-A428-09,10,8
7850,THYM,TCGA-XM-AAZ1-01A-11D-A423-09,1,8
7851,THYM,TCGA-X7-A8M5-01A-11D-A423-09,2,8
7852,THYM,TCGA-X7-A8DC-01A-11D-A423-09,3,8
7853,THYM,TCGA-4X-A9F9-01A-11D-A423-09,4,8
7854,THYM,TCGA-ZB-A963-01A-11D-A428-09,5,8
7855,THYM,TCGA-5U-AB0E-01A-11D-A423-09,6,8
7856,THYM,TCGA-XM-A8RB-01A-11D-A423-09,7,8
7858,THYM,TCGA-YT-A95D-01A-11D-A428-09,9,8
7859,THYM,TCGA-4V-A9QQ-01A-11D-A423-09,10,8
7860,THYM,TCGA-5K-AAAP-01A-11D-A423-09,1,8
7861,THYM,TCGA-ZB-A96B-01A-11D-A428-09,2,8
7862,THYM,TCGA-XU-AAXW-01A-11D-A428-09,3,8
7863,THYM,TCGA-ZB-A96Q-01A-11D-A428-09,4,8
7864,THYM,TCGA-X7-A8M4-01A-11D-A423-09,5,8
7865,THYM,TCGA-YT-A95F-01A-11D-A428-09,6,8
7866,THYM,TCGA-4V-A9QX-01A-11D-A423-09,7,8
7868,THYM,TCGA-3S-A8YW-01A-11D-A423-09,9,8
7869,THYM,TCGA-YT-A95G-01A-11D-A428-09,10,8
7870,THYM,TCGA-ZB-A96C-01A-11D-A428-09,1,8
7871,THYM,TCGA-X7-A8DI-01A-11D-A423-09,2,8
7872,THYM,TCGA-ZC-AAAH-01A-11D-A428-09,3,8
7873,THYM,TCGA-X7-A8M0-01A-11D-A423-09,4,8
7874,THYM,TCGA-4V-A9QJ-01A-11D-A423-09,5,8
7875,THYM,TCGA-ZB-A964-01A-11D-A428-09,6,8
7876,THYM,TCGA-X7-A8M8-01A-11D-A423-09,7,8
7878,THYM,TCGA-XU-A92V-01A-11D-A423-09,9,8
7879,THYM,TCGA-XM-A8RC-01A-11D-A423-09,10,8
7880,THYM,TCGA-XU-A92Y-01A-11D-A423-09,1,8
7881,THYM,TCGA-X7-A8M3-01A-11D-A423-09,2,8
7882,THYM,TCGA-4X-A9FC-01A-11D-A423-09,3,8
7883,THYM,TCGA-ZB-A96P-01A-11D-A428-09,4,8
7884,THYM,TCGA-ZB-A96D-01A-11D-A428-09,5,8
7885,THYM,TCGA-XM-A8RD-01A-11D-A423-09,6,8
7886,THYM,TCGA-XM-A8R9-01A-31D-A423-09,7,8
7888,THYM,TCGA-5U-AB0F-01A-11D-A423-09,9,8
7889,THYM,TCGA-XU-A933-01A-11D-A423-09,10,8
7890,THYM,TCGA-4V-A9QL-01A-11D-A423-09,1,8
7891,THYM,TCGA-XU-AAXY-01A-11D-A428-09,2,8
7892,THYM,TCGA-ZB-A96V-01A-11D-A428-09,3,8
7893,THYM,TCGA-ZC-AAAA-01A-11D-A428-09,4,8
7894,THYM,TCGA-X7-A8D9-01A-11D-A423-09,5,8
7895,THYM,TCGA-XU-A92O-01A-11D-A423-09,6,8
7896,THYM,TCGA-XU-A92Q-01A-11D-A423-09,7,8
7898,THYM,TCGA-4V-A9QU-01A-11D-A423-09,9,8
7899,THYM,TCGA-XH-A853-01A-11D-A423-09,10,8
7900,THYM,TCGA-4X-A9FA-01A-11D-A423-09,1,8
7901,THYM,TCGA-4V-A9QW-01A-11D-A423-09,2,8
7902,THYM,TCGA-X7-A8DB-01A-11D-A423-09,3,8
7903,THYM,TCGA-XM-A8RL-01A-11D-A423-09,4,8
7904,THYM,TCGA-X7-A8D6-01A-11D-A423-09,5,8
7905,THYM,TCGA-YT-A95H-01A-11D-A428-09,6,8
7906,THYM,TCGA-3G-AB0T-01A-11D-A423-09,7,8
7908,THYM,TCGA-ZL-A9V6-01A-11D-A428-09,9,8
7909,THYM,TCGA-ZB-A96G-01A-11D-A428-09,10,8
7910,THYM,TCGA-YT-A95E-01A-11D-A428-09,1,8
