,samples,nm_class,slices,fold
71,8d8e626-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
72,a49a936-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
73,b02a7a7-e5bc-4e77-b691-521603630b00.csv,Liver-HCC,6,10
74,b41cb48-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
75,bacc189-01b8-46cc-a442-f393c0f428c6.csv,Liver-HCC,8,10
76,c30b10e-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
78,d400522-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
79,e2a85d0-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
80,e68233a-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
81,f99ae0e-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
82,faeb03e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
83,0b1e928-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
84,1840dc1-5ea2-4f01-a0d4-8b65add641c8.csv,Liver-HCC,7,10
85,1de507a-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
86,255582e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
88,3206cb7-787d-4f68-8019-55e8585c4b4d.csv,Liver-HCC,1,10
89,3dadc68-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
90,46437de-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
91,4e4f08a-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
92,5aedf22-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
93,624fd20-e2ad-4826-b606-a694b04e1076.csv,Liver-HCC,6,10
94,63bf060-8ba6-4a73-8173-172025f7b527.csv,Liver-HCC,7,10
95,68083cb-95c3-47c1-9d96-79bcf7bf3f26.csv,Liver-HCC,8,10
96,7050918-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
98,7e5ff56-9534-4fcf-a593-33027e877f93.csv,Liver-HCC,1,10
99,84a41c8-fcaf-488d-97dc-bfe6a4b88a95.csv,Liver-HCC,2,10
100,8624a82-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
101,904d56f-0fe7-4482-8f6d-9e54d261f399.csv,Liver-HCC,4,10
102,9795e42-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
103,a703d3e-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
104,b8943be-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
105,c183106-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
106,c3eda94-56f4-46d3-8c88-50d476e773f6.csv,Liver-HCC,9,10
108,cff8590-559e-4204-8635-96e11bfeda68.csv,Liver-HCC,1,10
109,dac9498-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
110,ed52e0c-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
111,f1fc78e-733d-4c6e-86b2-dbe1f98c141d.csv,Liver-HCC,4,10
112,f6f48bc-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
113,fdc8980-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
114,042b417-d14e-42bb-b6f3-de303346a252.csv,Liver-HCC,7,10
115,0b61288-1412-4104-92e6-8b1a359ef399.csv,Liver-HCC,8,10
116,0eb58ba-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
118,1800588-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
119,20b8ab2-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
120,2d8ccfc-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
121,32259b8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
122,3df19a8-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
123,4354d24-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
124,4cfd4b0-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
125,58239c7-a160-4228-8fdf-a0a1d2f62133.csv,Liver-HCC,8,10
126,5e5497a-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
128,6d4ea48-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
129,769ae11-5f1b-483f-b228-7584591c66e6.csv,Liver-HCC,2,10
130,808f774-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
131,8f4ff52-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
132,9632e7e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
133,b178f44-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
134,bb37ffc-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
135,cf21488-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
136,d58b984-e0b8-4237-a576-0e9d4079599e.csv,Liver-HCC,9,10
138,df489bc-6178-49e4-8a42-506f70300dff.csv,Liver-HCC,1,10
139,e9c69d2-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
140,ead73fe-1c34-48ed-b20d-89fc3c82dbd6.csv,Liver-HCC,3,10
141,eddfb26-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
142,ee1dda9-2e84-4617-af09-2ae02873b44d.csv,Liver-HCC,5,10
143,012cb02-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
144,172ca02-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
145,27823ec-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
146,32f3eb0-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
148,3fef3fe-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
149,4b80154-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
150,527aa5a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
151,5f702b8-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
152,622f932-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
153,70f971f-a525-4ef8-91ba-610cfbaeb914.csv,Liver-HCC,6,10
154,7189cd8-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
155,74819dc-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
156,8054218-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
158,9f37546-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
159,a129b50-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
160,b25a78f-20dc-4ccc-b4c0-f9885d16725d.csv,Liver-HCC,3,10
161,b50391f-d890-4ca0-b942-beab0f8bf1c9.csv,Liver-HCC,4,10
162,baee028-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
163,c306cbe-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
164,ce66be0-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
165,d9d7ffc-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
166,e26f98e-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
168,ec4456e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
169,0422e6d-cb1f-4284-8be9-1d4517ffad60.csv,Liver-HCC,2,10
170,0c2f91e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
171,12e5f3c-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
172,260f57c-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
173,2c22a8c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
174,3afad06-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
175,4ec279a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
176,64ded9e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
178,8bc4dfa-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
179,a6cb147-a576-446d-a605-fa846ea3d1ad.csv,Liver-HCC,2,10
180,ae510f8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
181,c405ca0-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
182,cd7fe38-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
183,d38018a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
184,df3a542-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
185,eac4710-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
186,eb0ee38-fbe2-49ea-ba63-aa13825eca6e.csv,Liver-HCC,9,10
188,f795952-c623-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
189,fba5aac-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
190,fc7b316-f3d3-4e71-9417-423fe334e6bc.csv,Liver-HCC,3,10
191,0ab6c08-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
192,0ebcecc-4a7a-40dd-914c-f0648a58095f.csv,Liver-HCC,5,10
193,19b4304-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
194,1a8b064-e735-455f-b2db-af7ae11daac4.csv,Liver-HCC,7,10
195,2aefe8e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
196,3d57c5c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
198,4fe77b4-f6cc-49bf-a6b9-1621ec9394f8.csv,Liver-HCC,1,10
199,50389d4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
200,659a35e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
201,7671312-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
202,8d82a42-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
203,a2580c3-9c89-4cb0-b94d-3eca15dac1c3.csv,Liver-HCC,6,10
204,a6d6b2e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
205,b0c4c91-2d07-4a9b-97a1-d2bda003437e.csv,Liver-HCC,8,10
206,c5f9574-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
208,d7592e2-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
209,eb90ea4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
210,fd5e62c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
211,0611290-e44c-438e-91aa-f3b83dae3b71.csv,Liver-HCC,4,10
212,17564e4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
213,321341c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
214,3a49462-4bd3-4efa-87a5-69006abba5a0.csv,Liver-HCC,7,10
215,4431626-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
216,563a264-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
218,6abdbc8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
219,8d27916-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
220,92d9566-b1da-421a-bf36-d23382b115fa.csv,Liver-HCC,3,10
221,9bdc3da-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
222,aac83e4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
223,ba2c970-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
224,c681cd9-25fb-42ac-aa6b-bb962882fa22.csv,Liver-HCC,7,10
225,cb80280-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
226,db994a0-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
228,fba5db6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
229,1a75f66-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
230,2a67c8a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
231,2f143d6-ba07-4ff0-960d-b29c3c716665.csv,Liver-HCC,4,10
232,3914a6c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
233,4ca18dc-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
234,612b654-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
235,7314730-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
236,846f5e8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
238,abddb20-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
239,bbbe65c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
240,dfbba82-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
241,f2cbdb6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
242,070af2a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
243,1f19de6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
244,2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf.csv,Liver-HCC,7,10
245,32449c0-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
246,421b9ca-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
248,5f90cb8-7304-48fb-a1d3-ff459c7d79d1.csv,Liver-HCC,1,10
249,67208c4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
250,77543e4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
251,86655a4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
252,9098b7c-eab0-4ef5-b968-8d3024bf32f7.csv,Liver-HCC,5,10
253,994762c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
254,9f03936-1de5-4330-8b0f-6d0ab533876e.csv,Liver-HCC,7,10
255,a940092-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
256,ba106ce-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
258,ef21282-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
259,016d025-3c92-41c5-b846-493b1fcce79e.csv,Liver-HCC,2,10
260,021b61c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
261,05adc19-2e01-4712-a35a-69eee4d40998.csv,Liver-HCC,4,10
262,158ac2a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
263,1d9ed06-7498-4c6c-a0de-dbf28e868109.csv,Liver-HCC,6,10
264,271b7d2-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
265,285c2fa-24b4-47a1-874d-86e74b002b05.csv,Liver-HCC,8,10
266,36213e4-c057-46f5-ada5-f1f921855bb4.csv,Liver-HCC,9,10
268,5ad7238-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
269,6bb32f0-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
270,7d798b8-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
271,906a13e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
272,a5ded1c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
273,b573c96-f6d4-4897-8919-9827f623b6a7.csv,Liver-HCC,6,10
274,b86fbb6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
275,c792058-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
276,dcc04fc-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
278,f777ef1-765f-4828-b789-f5aa6722eb35.csv,Liver-HCC,1,10
279,02597f8-3ac7-4165-a65f-0e134e5d215b.csv,Liver-HCC,2,10
280,0469256-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
281,182b67c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
282,252f328-4583-4e97-9a71-bb2885f06f73.csv,Liver-HCC,5,10
283,2b7bb0a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
284,3ad5b5a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
285,3b72600-a888-4ef6-ac5d-661c105405dd.csv,Liver-HCC,8,10
286,4c9e5c6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
288,6ccfd6f-2ea9-499d-a25d-4ba9d4a9258e.csv,Liver-HCC,1,10
289,7578910-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
290,9c5493e-f969-4c04-a646-9a3134011021.csv,Liver-HCC,3,10
291,bfa4e8a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
292,cf45005-7e6d-4c26-9994-f973da7e814f.csv,Liver-HCC,5,10
293,d2e7b3c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
294,e4f520c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
295,127e9e4-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
296,23c591e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
298,34bcc5e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
299,64e9f76-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
300,75fbf08-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
301,88397a6-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
302,9445993-854d-44fc-a063-eacf70222fdf.csv,Liver-HCC,5,10
303,99ccc0c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
304,b1792ee-6946-4e0d-bdd1-c924328dba5d.csv,Liver-HCC,7,10
305,b588266-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
306,c23a354-e339-4466-9a1b-8e886ef627e6.csv,Liver-HCC,9,10
308,d52e836-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
309,e7b8074-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,2,10
310,f78f09c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
311,064f762-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
312,0768c67-f38c-40a8-8f27-81a927fb5dca.csv,Liver-HCC,5,10
313,181848a-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
314,1a4f60a-5228-47cd-883f-ff8d2dfe1633.csv,Liver-HCC,7,10
315,4025b40-a249-487f-8e93-7a140bcf57c1.csv,Liver-HCC,8,10
316,410b432-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,9,10
318,61e794e-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,1,10
319,7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e.csv,Liver-HCC,2,10
320,8733b80-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,3,10
321,9718c44-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,4,10
322,abf1f6c-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,5,10
323,bd899a0-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,6,10
324,df9a814-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,7,10
325,fad9288-c622-11e3-bf01-24c6515278c0.csv,Liver-HCC,8,10
0,176cf1d-0760-4769-a493-277f4bb7585e.csv,Lung-AdenoCA,9,10
2,9bc8542-4ea1-4599-91b3-d606425b37e2.csv,Lung-AdenoCA,1,10
3,b19bee7-5281-4915-9d98-c20eb3e84ecf.csv,Lung-AdenoCA,2,10
4,ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d.csv,Lung-AdenoCA,3,10
5,4bf9bfb-14d6-4cac-a556-828f680e8a15.csv,Lung-AdenoCA,4,10
6,5e097e3-e468-466c-8e57-b59fba90bbf2.csv,Lung-AdenoCA,5,10
7,99bbb0f-996c-40c1-b06d-2066f04be778.csv,Lung-AdenoCA,6,10
8,3d77176-dfed-4bee-ac96-9934377d8d81.csv,Lung-AdenoCA,7,10
9,3d86395-9e20-4cf9-bf7e-f76544a1f772.csv,Lung-AdenoCA,8,10
10,bde43e2-fd4e-413e-adc7-c50bca75d358.csv,Lung-AdenoCA,9,10
12,7d0cf1b-1743-4852-8073-372b16b5c17d.csv,Lung-AdenoCA,1,10
13,b20d548-2a7d-4031-85a1-425ca7201d7a.csv,Lung-AdenoCA,2,10
14,6693a2b-5105-4770-a9e1-031dfedeb694.csv,Lung-AdenoCA,3,10
15,9dec0c2-8e75-4f44-a253-82b2ea605890.csv,Lung-AdenoCA,4,10
16,2910a60-bb15-4ba5-9d09-50d8ee6a445b.csv,Lung-AdenoCA,5,10
17,3bb7112-3e38-45fe-a9c4-1b0871babf4a.csv,Lung-AdenoCA,6,10
18,3d32d8b-5649-42b0-8c52-2c39af2a961b.csv,Lung-AdenoCA,7,10
19,a7f3c88-ef02-4e97-8009-5622245b6a09.csv,Lung-AdenoCA,8,10
20,726c157-f688-491d-8b56-35628645df89.csv,Lung-AdenoCA,9,10
22,c7b3ac8-1352-49cd-8a8c-df6b19f6fd64.csv,Lung-AdenoCA,1,10
23,ffcb7fa-424c-4f93-87a7-ce5e9053c613.csv,Lung-AdenoCA,2,10
24,7f11036-7ac4-41bc-a9a4-64162725fdfc.csv,Lung-AdenoCA,3,10
25,ce88385-4a1b-4a8c-920c-060f6a2675d4.csv,Lung-AdenoCA,4,10
26,d3e88b3-b37c-4641-85fa-d8125ba324ca.csv,Lung-AdenoCA,5,10
27,f7462a2-394f-4838-bcb6-4d0126fa48b1.csv,Lung-AdenoCA,6,10
28,437535b-2acc-4236-beae-94e2c1336830.csv,Lung-AdenoCA,7,10
29,d0aeed5-93a1-4287-8a88-fe6b7b5e3983.csv,Lung-AdenoCA,8,10
30,5443922-fea5-4ff0-bd6e-8ce04e1951d8.csv,Lung-AdenoCA,9,10
32,d09c7aa-744a-413d-839f-e75e1825f9f9.csv,Lung-AdenoCA,1,10
33,e614a3e-1c0d-49c7-a2f1-28bc58e6e5c7.csv,Lung-AdenoCA,2,10
34,5a97315-1906-4774-980e-0879c6ad368e.csv,Lung-AdenoCA,3,10
35,a2c3620-7e82-4b12-b135-87986f0f2890.csv,Lung-AdenoCA,4,10
36,a6a60f5-8949-4e01-9435-d3117601627f.csv,Lung-AdenoCA,5,10
37,a8844f8-c4b6-487a-8187-e30c12a7a453.csv,Lung-AdenoCA,6,10
0,bbc7ede-5022-4084-925c-d65baaf7abc2.csv,Lung-SCC,7,10
1,e6654c9-cd5e-4f94-a6d4-54f2bb16de1f.csv,Lung-SCC,8,10
2,c3df485-8e75-4378-87f6-c6463a520624.csv,Lung-SCC,9,10
4,4badf07-8615-48a3-8d6e-45c3d783f18d.csv,Lung-SCC,1,10
5,5224aa0-cfdd-48ec-92e5-8f3992a3e574.csv,Lung-SCC,2,10
6,fe2433b-9a55-431f-a869-2b5a63e8e8fc.csv,Lung-SCC,3,10
7,4881c6b-f59f-42c0-9f29-9c5c47262ae6.csv,Lung-SCC,4,10
8,69c06f2-8904-49cb-99d1-dd297ed0cd0c.csv,Lung-SCC,5,10
9,87c6519-6529-4074-a5ab-00f8052a5732.csv,Lung-SCC,6,10
10,3aa4123-0fe2-4071-8a81-cbdd0410b917.csv,Lung-SCC,7,10
11,48af8b4-e071-48b0-a65b-b4ad17afdc0c.csv,Lung-SCC,8,10
12,5e16b70-c3ec-493e-86d1-505ffdf5056c.csv,Lung-SCC,9,10
14,c2ad4a0-5d57-4e27-9f35-058b2f205f50.csv,Lung-SCC,1,10
15,c3840df-9824-40db-879e-6d24adc8c155.csv,Lung-SCC,2,10
16,04d4cb0-d2dd-420d-82e6-9ec14434a0fc.csv,Lung-SCC,3,10
17,49f2c20-5b50-40a8-a6fd-9a51f3d5b9df.csv,Lung-SCC,4,10
18,92dfa4f-45e5-4183-b5da-6650a1fbcabd.csv,Lung-SCC,5,10
19,962bc97-fbb8-4220-a600-e3c251e245cb.csv,Lung-SCC,6,10
20,06868b5-4920-433a-bea3-92e9bf83059b.csv,Lung-SCC,7,10
21,1a2b4a2-88dd-4911-a67e-70b3309c4a12.csv,Lung-SCC,8,10
22,731ef7f-25bd-42f5-9a20-be249306a711.csv,Lung-SCC,9,10
24,ac0b303-d685-4fa5-bfec-34d2ba1dbc8e.csv,Lung-SCC,1,10
25,dc5f8ba-0080-43d3-8426-bd527a970761.csv,Lung-SCC,2,10
26,4e601b7-dfa5-4cd5-9fef-07f03967a0d4.csv,Lung-SCC,3,10
27,9c48e53-c8a9-4518-b3b8-509cdcaff52b.csv,Lung-SCC,4,10
28,cf9b32d-3d6f-4898-8c7a-89511b754021.csv,Lung-SCC,5,10
29,35b113e-f5ed-4a07-8e1d-1603daba7f40.csv,Lung-SCC,6,10
30,623d295-c23d-4f2f-827c-69f767a26f1f.csv,Lung-SCC,7,10
31,6dc785c-8417-4813-8d15-c32b22d78b74.csv,Lung-SCC,8,10
32,762dd44-a8ac-4269-8163-bbf6d0f8d4b3.csv,Lung-SCC,9,10
34,bc94013-71f5-4ac6-88a4-01b4ef9f9d2f.csv,Lung-SCC,1,10
35,d41f1f3-e38e-4418-9c16-52bca5719f39.csv,Lung-SCC,2,10
36,7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42.csv,Lung-SCC,3,10
37,88f014e-bc0f-4775-8228-39e0b471c3b0.csv,Lung-SCC,4,10
38,48d7f4a-e98a-4077-a749-eb9f56f05b84.csv,Lung-SCC,5,10
39,18c6e64-9598-488a-8ab3-3652072f9277.csv,Lung-SCC,6,10
40,2ab2555-7288-47a4-a80c-bf62d65b67b8.csv,Lung-SCC,7,10
41,54ca81c-1bcc-41ea-b17a-9f7249ebe9c1.csv,Lung-SCC,8,10
42,7ebc6fb-0926-4c8a-a67b-0c6b9c1ffaba.csv,Lung-SCC,9,10
44,e6cc68e-8d2a-41ee-82c6-0fecdf7e6259.csv,Lung-SCC,1,10
45,fe4d5dd-fffb-41df-ab86-be06cc16646f.csv,Lung-SCC,2,10
46,ab3d6f4-de1c-4d6c-bdea-ac39a7884657.csv,Lung-SCC,3,10
47,b0c6353-a90c-45e2-9355-7cd16cf756ff.csv,Lung-SCC,4,10
0,0b9d0e6-69dc-4345-bffd-ce32880c8eef.csv,Lymph-BNHL,5,10
1,2917220-6a7a-46a1-8656-907e96bef88e.csv,Lymph-BNHL,6,10
2,3ad38a6-0902-4aaa-84a3-91ea88fa9883.csv,Lymph-BNHL,7,10
3,5616329-e7ba-4efd-87b1-d79cd0f7af3d.csv,Lymph-BNHL,8,10
4,68f4f69-d2fe-4f25-912e-ca7d4623efb6.csv,Lymph-BNHL,9,10
6,d569bd5-418d-4d72-87ca-8e14668c2119.csv,Lymph-BNHL,1,10
7,e7f46ca-6f5c-4538-b6d6-00af65d57fcf.csv,Lymph-BNHL,2,10
8,24d5b04-4588-44c3-9c00-61e064cf1bdb.csv,Lymph-BNHL,3,10
9,40d5fa9-afbe-444e-a7e7-6a4cb4ab2923.csv,Lymph-BNHL,4,10
10,5678c3d-ce61-454d-849e-1d4ca358909b.csv,Lymph-BNHL,5,10
11,5dd024e-c0da-461a-84db-d01e60a22210.csv,Lymph-BNHL,6,10
12,a4633c4-72a0-4e30-8c4c-345e04337627.csv,Lymph-BNHL,7,10
13,b1780d5-06da-40ee-9e15-02631a68027b.csv,Lymph-BNHL,8,10
14,d1eeba2-4d7b-4380-b0b6-26d246bc4158.csv,Lymph-BNHL,9,10
16,32b7754-b3c3-4530-9d24-3af40d9b2816.csv,Lymph-BNHL,1,10
17,439ec74-1713-4d47-a5d9-886f69dddcb6.csv,Lymph-BNHL,2,10
18,82b45ee-4af2-4c61-9acc-286eaf8d661a.csv,Lymph-BNHL,3,10
